ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
5010 1 ST SE,Non-Residential,MANCHESTER INDUSTRIAL,I-G,"MULTIPOLYGON (((-114.0610316 51.0095616, -114.0620016 51.0095619, -114.0620022 51.0090823, -114.0614661 51.009082, -114.0610316 51.0095616)))"
911 32 AV NE,Non-Residential,GREENVIEW INDUSTRIAL PARK,I-G,"MULTIPOLYGON (((-114.0413868 51.0805896, -114.0416564 51.0808584, -114.0416563 51.0809067, -114.0416561 51.0810032, -114.041656 51.0810443, -114.0416555 51.0812825, -114.0416553 51.0813648, -114.0426992 51.0813657, -114.0430916 51.0813661, -114.0431568 51.0813661, -114.0443282 51.0813671, -114.0412347 51.0782834, -114.0411619 51.0783124, -114.0396901 51.0788976, -114.0413868 51.0805896)))"
4045 96 AV SE,Non-Residential,SOUTH FOOTHILLS,I-G,"MULTIPOLYGON (((-113.9789247 50.9667706, -113.978924 50.9669853, -113.9811399 50.966988, -113.981128 50.9669212, -113.98105 50.9663718, -113.980917 50.9663425, -113.980783 50.9663149, -113.9806481 50.9662891, -113.9805124 50.966265, -113.980376 50.9662427, -113.9802388 50.9662221, -113.980101 50.9662034, -113.9799627 50.9661864, -113.9798236 50.966171, -113.9796842 50.9661569, -113.9795445 50.9661441, -113.9794045 50.9661326, -113.9783258 50.9660489, -113.9783287 50.9668335, -113.9785333 50.96677, -113.9789247 50.9667706)))"
3208 52 ST SE,Non-Residential,FOREST LAWN -  INDUSTRIAL,I-G,"MULTIPOLYGON (((-113.9559677 51.0245629, -113.9559655 51.0257267, -113.9581918 51.0257252, -113.9581943 51.0245612, -113.9559677 51.0245629)))"
1420 28 ST NE,Non-Residential,FRANKLIN,I-G,"MULTIPOLYGON (((-113.9889558 51.0644425, -113.9889561 51.0650581, -113.992525 51.0650483, -113.9925823 51.0650473, -113.9926393 51.0650447, -113.9926962 51.0650405, -113.9927526 51.0650346, -113.9928054 51.065029, -113.9928586 51.0650247, -113.9929119 51.0650217, -113.9929654 51.0650201, -113.9929992 51.0650197, -113.9930199 51.0650161, -113.9930399 51.0650113, -113.993059 51.0650051, -113.993077 51.0649978, -113.9931381 51.0649592, -113.9931532 51.0649422, -113.9931641 51.0649239, -113.9931708 51.0649049, -113.9931731 51.0648854, -113.9931735 51.0634881, -113.9931301 51.0634881, -113.9925185 51.0634881, -113.9921127 51.0634881, -113.9919734 51.063486, -113.9918344 51.0634799, -113.991696 51.0634699, -113.9915585 51.0634559, -113.9914221 51.063438, -113.9912871 51.0634163, -113.9911538 51.0633908, -113.9910226 51.0633615, -113.9908935 51.0633284, -113.990767 51.0632918, -113.9906432 51.0632515, -113.9905225 51.0632078, -113.990405 51.0631608, -113.9902911 51.0631104, -113.9901809 51.0630568, -113.9900747 51.0630001, -113.9899726 51.0629405, -113.989875 51.062878, -113.989782 51.0628128, -113.9896937 51.0627451, -113.9896104 51.0626749, -113.9895323 51.0626024, -113.9894595 51.0625277, -113.9893921 51.0624511, -113.9893304 51.0623726, -113.9892743 51.0622924, -113.9892241 51.0622107, -113.9891798 51.0621277, -113.9891415 51.0620435, -113.9891094 51.0619583, -113.9890834 51.0618723, -113.9890636 51.0617856, -113.9889546 51.0617857, -113.988955 51.062659, -113.9889558 51.0644425)))"
1 4063 74 AV SE,Non-Residential,FOOTHILLS INDUSTRIAL,I-G,"MULTIPOLYGON (((-113.9783946 50.9873811, -113.9782486 50.9873811, -113.9767533 50.987381, -113.9766664 50.987381, -113.9766664 50.9874084, -113.9766662 50.9878878, -113.9766691 50.9879092, -113.976678 50.98793, -113.9766923 50.9879494, -113.9767118 50.987967, -113.9767359 50.9879822, -113.9767638 50.9879946, -113.9767946 50.9880036, -113.9768275 50.9880092, -113.9768614 50.9880111, -113.9784846 50.9880114, -113.9785714 50.9880114, -113.9786095 50.9880114, -113.9786506 50.9880115, -113.9787284 50.9880115, -113.9783946 50.9873811)))"
2 4063 74 AV SE,Non-Residential,FOOTHILLS INDUSTRIAL,I-G,"MULTIPOLYGON (((-113.9783946 50.9873811, -113.9782486 50.9873811, -113.9767533 50.987381, -113.9766664 50.987381, -113.9766664 50.9874084, -113.9766662 50.9878878, -113.9766691 50.9879092, -113.976678 50.98793, -113.9766923 50.9879494, -113.9767118 50.987967, -113.9767359 50.9879822, -113.9767638 50.9879946, -113.9767946 50.9880036, -113.9768275 50.9880092, -113.9768614 50.9880111, -113.9784846 50.9880114, -113.9785714 50.9880114, -113.9786095 50.9880114, -113.9786506 50.9880115, -113.9787284 50.9880115, -113.9783946 50.9873811)))"
3 4063 74 AV SE,Non-Residential,FOOTHILLS INDUSTRIAL,I-G,"MULTIPOLYGON (((-113.9783946 50.9873811, -113.9782486 50.9873811, -113.9767533 50.987381, -113.9766664 50.987381, -113.9766664 50.9874084, -113.9766662 50.9878878, -113.9766691 50.9879092, -113.976678 50.98793, -113.9766923 50.9879494, -113.9767118 50.987967, -113.9767359 50.9879822, -113.9767638 50.9879946, -113.9767946 50.9880036, -113.9768275 50.9880092, -113.9768614 50.9880111, -113.9784846 50.9880114, -113.9785714 50.9880114, -113.9786095 50.9880114, -113.9786506 50.9880115, -113.9787284 50.9880115, -113.9783946 50.9873811)))"
4 4063 74 AV SE,Non-Residential,FOOTHILLS INDUSTRIAL,I-G,"MULTIPOLYGON (((-113.9783946 50.9873811, -113.9782486 50.9873811, -113.9767533 50.987381, -113.9766664 50.987381, -113.9766664 50.9874084, -113.9766662 50.9878878, -113.9766691 50.9879092, -113.976678 50.98793, -113.9766923 50.9879494, -113.9767118 50.987967, -113.9767359 50.9879822, -113.9767638 50.9879946, -113.9767946 50.9880036, -113.9768275 50.9880092, -113.9768614 50.9880111, -113.9784846 50.9880114, -113.9785714 50.9880114, -113.9786095 50.9880114, -113.9786506 50.9880115, -113.9787284 50.9880115, -113.9783946 50.9873811)))"
5 4063 74 AV SE,Non-Residential,FOOTHILLS INDUSTRIAL,I-G,"MULTIPOLYGON (((-113.9783946 50.9873811, -113.9782486 50.9873811, -113.9767533 50.987381, -113.9766664 50.987381, -113.9766664 50.9874084, -113.9766662 50.9878878, -113.9766691 50.9879092, -113.976678 50.98793, -113.9766923 50.9879494, -113.9767118 50.987967, -113.9767359 50.9879822, -113.9767638 50.9879946, -113.9767946 50.9880036, -113.9768275 50.9880092, -113.9768614 50.9880111, -113.9784846 50.9880114, -113.9785714 50.9880114, -113.9786095 50.9880114, -113.9786506 50.9880115, -113.9787284 50.9880115, -113.9783946 50.9873811)))"
