ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
601 41 AV NE,Non-Residential,GREENVIEW INDUSTRIAL PARK,"I-G,S-UN","MULTIPOLYGON (((-114.0501991 51.0892913, -114.0501981 51.0894283, -114.0504122 51.0893655, -114.050578 51.0893169, -114.0505174 51.0892597, -114.0504128 51.0892834, -114.0503878 51.0892907, -114.0503616 51.0892962, -114.0503347 51.0893, -114.0503073 51.089302, -114.0502797 51.0893021, -114.0502523 51.0893003, -114.0502253 51.0892967, -114.0501991 51.0892913)))"
7200 50 AV SE,Non-Residential,RESIDUAL WARD 9 - SUB AREA 9Q,"I-G,S-UN","MULTIPOLYGON (((-113.928152 51.0138773, -113.9282487 51.013892, -113.9282493 51.0138921, -113.9283381 51.0139048, -113.9283386 51.0139048, -113.9284276 51.0139167, -113.9284279 51.0139167, -113.9284997 51.0139256, -113.9285938 51.0139365, -113.9285942 51.0139365, -113.9286887 51.0139465, -113.9286891 51.0139465, -113.9287847 51.0139557, -113.9287851 51.0139557, -113.9288636 51.0139625, -113.9288657 51.0139627, -113.9289737 51.013971, -113.9289743 51.013971, -113.9290607 51.0139767, -113.9290613 51.0139768, -113.9291778 51.0139833, -113.9316771 51.0141089, -113.9316553 51.0129085, -113.9333629 51.0119753, -113.9345414 51.0118204, -113.9347506 51.0117928, -113.9350263 51.0118585, -113.9350264 51.0092618, -113.9350264 51.0089238, -113.9350264 51.0088573, -113.9344564 51.0088573, -113.9236702 51.0088559, -113.9235463 51.0088558, -113.9235458 51.0108718, -113.9235778 51.0109608, -113.9235779 51.010961, -113.9236087 51.0110386, -113.9236087 51.0110388, -113.9236336 51.011097, -113.9236616 51.0111589, -113.923662 51.0111597, -113.9236938 51.0112256, -113.9237323 51.0113003, -113.9237794 51.0113855, -113.9237796 51.0113859, -113.9238362 51.0114807, -113.9238785 51.0115472, -113.9239263 51.0116184, -113.923965 51.0116734, -113.9240025 51.0117246, -113.9240033 51.0117257, -113.9240382 51.0117716, -113.9240786 51.0118231, -113.9241238 51.0118785, -113.9241691 51.0119319, -113.9242149 51.011984, -113.9242627 51.0120366, -113.9243121 51.0120889, -113.9243644 51.0121425, -113.9243645 51.0121426, -113.9244174 51.0121948, -113.9244684 51.0122436, -113.9245194 51.0122908, -113.9245201 51.0122914, -113.924573 51.012339, -113.9245743 51.01234, -113.9246252 51.0123843, -113.9246254 51.0123845, -113.9246793 51.01243, -113.9246797 51.0124304, -113.9247321 51.0124733, -113.9247321 51.0124734, -113.9281522 51.0124736, -113.928152 51.0138773)))"
