ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
157 WEDGEWOOD DR SW,Residential,WILDWOOD,"DC,H-GO","MULTIPOLYGON (((-114.1504513 51.0526895, -114.1508859 51.0526893, -114.1508857 51.0525267, -114.1504511 51.0525251, -114.1504513 51.0526895)))"
2803 32 ST SW,Residential,KILLARNEY/GLENGARRY,"DC,H-GO","MULTIPOLYGON (((-114.1342334 51.0298111, -114.1342335 51.0299703, -114.1347547 51.02997, -114.1347546 51.029811, -114.1342334 51.0298111)))"
