ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
11245 VALLEY RIDGE DR NW,Non-Residential,VALLEY RIDGE,C-C1,"MULTIPOLYGON (((-114.2477483 51.091375, -114.2470866 51.0914181, -114.2470891 51.0918719, -114.2470892 51.0918989, -114.2470894 51.0919304, -114.2482167 51.0919333, -114.2482839 51.0919329, -114.248351 51.0919313, -114.2484181 51.0919286, -114.248485 51.0919247, -114.2485517 51.0919197, -114.2486182 51.0919136, -114.2486843 51.0919063, -114.2487501 51.0918978, -114.2488652 51.0918821, -114.2488962 51.091876, -114.2489248 51.0918664, -114.2489501 51.0918536, -114.248971 51.091838, -114.2489866 51.0918199, -114.2489965 51.0918002, -114.2490002 51.0917798, -114.2489978 51.0917592, -114.2489547 51.0915939, -114.2487948 51.0913069, -114.2477483 51.091375)))"
9947 FAIRMOUNT DR SE,Non-Residential,WILLOW PARK,C-C1,"MULTIPOLYGON (((-114.0588678 50.9619962, -114.0593882 50.9619963, -114.0593894 50.9615444, -114.0589339 50.9615442, -114.0588688 50.9615853, -114.0588678 50.9619962)))"
8411 ELBOW DR SW,Non-Residential,HAYSBORO,C-C1,"MULTIPOLYGON (((-114.08351 50.9783783, -114.0834712 50.9785045, -114.0834373 50.9786312, -114.0834083 50.9787585, -114.0833843 50.9788861, -114.0833652 50.979014, -114.083351 50.9791423, -114.0833419 50.9792706, -114.0833377 50.9793991, -114.0834025 50.9794402, -114.0842056 50.9794404, -114.0842058 50.9789599, -114.0844229 50.978297, -114.0835731 50.978186, -114.08351 50.9783783)))"
510 HERITAGE DR SW,Non-Residential,KINGSLAND,C-C1,"MULTIPOLYGON (((-114.0754189 50.9800519, -114.0759613 50.980052, -114.0759607 50.9797124, -114.075785 50.9797124, -114.0754184 50.9797444, -114.0754189 50.9800519)))"
4105 4 ST NW,Non-Residential,HIGHWOOD,C-C1,"MULTIPOLYGON (((-114.0718687 51.0881358, -114.0723896 51.0882019, -114.072752 51.0876579, -114.0727287 51.087622, -114.0723362 51.0875183, -114.0718703 51.0880371, -114.0718687 51.0881358)))"
3525 26 AV SE,Non-Residential,DOVER,C-C1,"MULTIPOLYGON (((-113.9818929 51.0297004, -113.9818838 51.0297001, -113.9818838 51.0297222, -113.9818833 51.0303192, -113.9818833 51.0303349, -113.9818843 51.0303456, -113.9818873 51.0303562, -113.9818924 51.0303664, -113.9818993 51.0303763, -113.981908 51.0303855, -113.9819185 51.030394, -113.9819305 51.0304017, -113.9819438 51.0304084, -113.9819534 51.0304123, -113.9820135 51.0304248, -113.9820266 51.0304248, -113.9820979 51.0304246, -113.9839386 51.0304198, -113.984081 51.0304194, -113.9842037 51.0304191, -113.9842684 51.0303777, -113.9842668 51.03008, -113.9842651 51.0300359, -113.9842605 51.0299918, -113.984253 51.0299479, -113.9842427 51.0299043, -113.9842295 51.0298609, -113.9842135 51.0298179, -113.9841947 51.0297753, -113.9841732 51.0297333, -113.9841343 51.0297163, -113.9840858 51.0296951, -113.9825354 51.0296989, -113.9819266 51.0297004, -113.9818929 51.0297004)))"
2439 54 AV SW,Non-Residential,NORTH GLENMORE PARK,C-C1,"MULTIPOLYGON (((-114.1164644 51.0040595, -114.1164643 51.0043581, -114.1164642 51.0048787, -114.1165293 51.0049197, -114.1171975 51.0049192, -114.1176191 51.0049189, -114.117676 51.004883, -114.117676 51.0046449, -114.1176759 51.004445, -114.1177186 51.004391, -114.1177185 51.0040176, -114.1165295 51.0040184, -114.1164644 51.0040595)))"
3803 26 AV SW,Non-Residential,GLENBROOK,C-C1,"MULTIPOLYGON (((-114.1413851 51.0296466, -114.1413854 51.0299249, -114.1414504 51.0299697, -114.1415198 51.0299762, -114.1415884 51.0299853, -114.1416561 51.0299968, -114.1417226 51.0300109, -114.1417876 51.0300274, -114.141851 51.0300464, -114.1419125 51.0300676, -114.1419719 51.0300911, -114.1419717 51.0296462, -114.1413851 51.0296466)))"
4115 4 ST NW,Non-Residential,HIGHWOOD,C-C1,"MULTIPOLYGON (((-114.071863 51.0884783, -114.0723849 51.0884817, -114.0723896 51.0882019, -114.0718687 51.0881358, -114.071863 51.0884783)))"
4117 4 ST NW,Non-Residential,HIGHWOOD,C-C1,"MULTIPOLYGON (((-114.071863 51.0884783, -114.0723849 51.0884817, -114.0723896 51.0882019, -114.0718687 51.0881358, -114.071863 51.0884783)))"
4119 4 ST NW,Non-Residential,HIGHWOOD,C-C1,"MULTIPOLYGON (((-114.071863 51.0884783, -114.0723849 51.0884817, -114.0723896 51.0882019, -114.0718687 51.0881358, -114.071863 51.0884783)))"
4121 4 ST NW,Non-Residential,HIGHWOOD,C-C1,"MULTIPOLYGON (((-114.071863 51.0884783, -114.0723849 51.0884817, -114.0723896 51.0882019, -114.0718687 51.0881358, -114.071863 51.0884783)))"
4123 4 ST NW,Non-Residential,HIGHWOOD,C-C1,"MULTIPOLYGON (((-114.071863 51.0884783, -114.0723849 51.0884817, -114.0723896 51.0882019, -114.0718687 51.0881358, -114.071863 51.0884783)))"
4125 4 ST NW,Non-Residential,HIGHWOOD,C-C1,"MULTIPOLYGON (((-114.071863 51.0884783, -114.0723849 51.0884817, -114.0723896 51.0882019, -114.0718687 51.0881358, -114.071863 51.0884783)))"
4135 4 ST NW,Non-Residential,HIGHWOOD,C-C1,"MULTIPOLYGON (((-114.071863 51.0884783, -114.0718603 51.0886427, -114.071858 51.0887803, -114.071901 51.088808, -114.072336 51.0888109, -114.0723799 51.0887838, -114.0723822 51.0886461, -114.0723849 51.0884817, -114.071863 51.0884783)))"
5616 4 ST NW,Non-Residential,THORNCLIFFE,C-C1,"MULTIPOLYGON (((-114.0707247 51.10189, -114.0712718 51.1018897, -114.0712728 51.1017253, -114.0702242 51.1017259, -114.0702242 51.1018903, -114.0707247 51.10189)))"
6213 CENTRE ST NW,Non-Residential,THORNCLIFFE,C-C1,"MULTIPOLYGON (((-114.0626677 51.1077245, -114.0632335 51.1077244, -114.0632333 51.1073134, -114.0627327 51.1073135, -114.0626675 51.1073546, -114.0626677 51.1077245)))"
7720 ELBOW DR SW,Non-Residential,KINGSLAND,C-C1,"MULTIPOLYGON (((-114.0821114 50.9849647, -114.0821119 50.9855127, -114.0821123 50.9859456, -114.0828775 50.9859453, -114.0829416 50.9859049, -114.082942 50.9855123, -114.0829426 50.9849643, -114.082943 50.9845718, -114.082879 50.9845314, -114.0821109 50.9845317, -114.0821114 50.9849647)))"
7740 18 ST SE,Non-Residential,OGDEN,C-C1,"MULTIPOLYGON (((-114.0139075 50.9849641, -114.0153404 50.9849653, -114.0153777 50.9849632, -114.0154138 50.9849571, -114.0154477 50.9849471, -114.0154783 50.9849335, -114.0155047 50.9849168, -114.015526 50.9848975, -114.0155417 50.9848761, -114.0155512 50.9848533, -114.0156026 50.9846644, -114.0156018 50.9845541, -114.0153933 50.9832492, -114.0153889 50.9832219, -114.015367 50.9830849, -114.0138943 50.9830839, -114.013903 50.9843208, -114.0139075 50.9849641)))"
35 EDENWOLD DR NW,Non-Residential,EDGEMONT,C-C1,"MULTIPOLYGON (((-114.1388385 51.1270458, -114.1388389 51.1273983, -114.1388399 51.1274111, -114.1388428 51.1274239, -114.1388476 51.1274364, -114.1388543 51.1274485, -114.1388629 51.1274602, -114.1388731 51.1274713, -114.138885 51.1274818, -114.1388985 51.1274915, -114.1389133 51.1275003, -114.1389295 51.1275083, -114.1389467 51.1275152, -114.1389649 51.127521, -114.138984 51.1275258, -114.1390037 51.1275294, -114.1390238 51.1275317, -114.1390442 51.1275329, -114.1393175 51.1275401, -114.1397908 51.1275003, -114.1397906 51.1271768, -114.1397905 51.1270455, -114.1388385 51.1270458)))"
5720 SILVER SPRINGS BV NW,Non-Residential,SILVER SPRINGS,C-C1,"MULTIPOLYGON (((-114.1869905 51.1059234, -114.1883208 51.106064, -114.188396 51.1060303, -114.188899 51.1041482, -114.1889037 51.1041276, -114.1889066 51.1041068, -114.1889077 51.104086, -114.188907 51.1040652, -114.1889045 51.1040445, -114.1889002 51.1040238, -114.1888942 51.1040034, -114.1888863 51.1039831, -114.1888768 51.1039632, -114.1888655 51.1039436, -114.1888525 51.1039245, -114.188838 51.1039058, -114.1888218 51.1038876, -114.188804 51.10387, -114.1887848 51.103853, -114.1887642 51.1038368, -114.1887421 51.1038212, -114.1887188 51.1038064, -114.1886942 51.1037925, -114.1886684 51.1037794, -114.1886415 51.1037672, -114.1886137 51.1037559, -114.1885849 51.1037456, -114.1885552 51.1037363, -114.1885248 51.103728, -114.1884937 51.1037208, -114.188462 51.1037146, -114.1884299 51.1037096, -114.1883973 51.1037056, -114.1883645 51.1037027, -114.1883315 51.103701, -114.1882983 51.1037004, -114.1875836 51.1037001, -114.1869905 51.1059234)))"
525 28 ST SE,Non-Residential,ALBERT PARK/RADISSON HEIGHTS,C-C1,"MULTIPOLYGON (((-113.9892995 51.0475162, -113.9907193 51.0485158, -113.9907418 51.0485303, -113.9907664 51.0485435, -113.9907927 51.0485552, -113.9908207 51.0485654, -113.9908499 51.0485739, -113.9908803 51.0485807, -113.9909116 51.0485858, -113.9909434 51.0485891, -113.9909756 51.0485905, -113.9910079 51.0485901, -113.9910399 51.0485879, -113.9910716 51.0485838, -113.9911025 51.048578, -113.9911324 51.0485704, -113.9911611 51.0485611, -113.9911884 51.0485503, -113.9917919 51.0482854, -113.992116 51.0481023, -113.9917549 51.0478481, -113.9916128 51.0477481, -113.9914795 51.0476542, -113.991349 51.0475624, -113.9912273 51.0474767, -113.9910881 51.0473787, -113.9909722 51.0472971, -113.9908563 51.0472155, -113.9904206 51.0469088, -113.990246 51.0469091, -113.9903031 51.0469494, -113.9892995 51.0475162)))"
3101 34 AV SE,Non-Residential,DOVER,C-C1,"MULTIPOLYGON (((-113.9912876 51.0227677, -113.9906361 51.0227673, -113.9906355 51.0230509, -113.9912219 51.0230501, -113.9912871 51.0230089, -113.9912876 51.0227677)))"
248 MIDPARK WY SE,Non-Residential,MIDNAPORE,C-C1,"MULTIPOLYGON (((-114.0640558 50.9125804, -114.0649041 50.9127885, -114.0654068 50.9123785, -114.0644234 50.912114, -114.0643776 50.9121017, -114.0640558 50.9125804)))"
8060 SILVER SPRINGS BV NW,Non-Residential,SILVER SPRINGS,C-C1,"MULTIPOLYGON (((-114.2049678 51.1171579, -114.2051863 51.1172506, -114.2052581 51.1171835, -114.2053884 51.1172388, -114.2061498 51.1165281, -114.2056952 51.1163352, -114.2060128 51.1160386, -114.2046899 51.1154772, -114.20465 51.1155144, -114.2043483 51.1156796, -114.2034533 51.1165156, -114.2035114 51.1165402, -114.2036713 51.116608, -114.2038311 51.1166758, -114.203991 51.1167436, -114.2041508 51.1168114, -114.2043106 51.1168792, -114.2044705 51.116947, -114.2046303 51.1170148, -114.2047902 51.1170826, -114.2049678 51.1171579)))"
341 SOUTHLAND DR SE,Non-Residential,WILLOW PARK,C-C1,"MULTIPOLYGON (((-114.0600232 50.9639399, -114.0601739 50.9639513, -114.0603241 50.9639656, -114.0604734 50.9639828, -114.0606219 50.9640028, -114.0606219 50.9639998, -114.0604734 50.9639798, -114.0603241 50.9639627, -114.0601739 50.9639484, -114.0600232 50.9639371, -114.0600232 50.9639399)))"
20 CROWFOOT CR NW,Non-Residential,ARBOUR LAKE,C-C1,"MULTIPOLYGON (((-114.1982951 51.126167, -114.1983563 51.1261366, -114.1984507 51.126094, -114.1985488 51.1260548, -114.1985898 51.1260398, -114.1985902 51.1260396, -114.1986579 51.1260166, -114.1987268 51.1259952, -114.1987526 51.1259875, -114.1988043 51.1259722, -114.1993528 51.1258094, -114.1994292 51.1257843, -114.1995021 51.1257554, -114.1995711 51.125723, -114.1996357 51.1256871, -114.1996887 51.1256529, -114.1997377 51.1256164, -114.1997379 51.1256163, -114.1997727 51.1255868, -114.1998049 51.1255561, -114.1998344 51.1255244, -114.1998611 51.1254918, -114.1998834 51.1254606, -114.1999032 51.1254288, -114.1999178 51.1254015, -114.1999305 51.1253738, -114.1999414 51.1253459, -114.1999504 51.1253177, -114.1999574 51.1252892, -114.1999625 51.1252607, -114.1999656 51.1252319, -114.1999669 51.1252032, -114.1999674 51.1251393, -114.1999643 51.1251159, -114.1999549 51.1250932, -114.1999393 51.1250719, -114.1999181 51.1250526, -114.1998918 51.1250359, -114.1998614 51.1250223, -114.1998276 51.1250123, -114.1997916 51.125006, -114.1997181 51.1249968, -114.1996451 51.124986, -114.1995772 51.1249745, -114.19951 51.1249617, -114.1995082 51.1249613, -114.1994707 51.1249535, -114.1993716 51.1249309, -114.1992745 51.1249052, -114.1991794 51.1248765, -114.1990868 51.1248449, -114.1990313 51.1248244, -114.1989768 51.1248029, -114.1989765 51.1248027, -114.1989567 51.1247946, -114.1989411 51.124788, -114.1984694 51.124588, -114.1984433 51.1245789, -114.1984151 51.1245727, -114.1983855 51.1245698, -114.1983557 51.1245701, -114.1983263 51.1245737, -114.1982984 51.1245805, -114.1982728 51.1245902, -114.1982503 51.1246025, -114.1982186 51.1246231, -114.1980478 51.1247343, -114.1978047 51.1249611, -114.1976314 51.1251228, -114.1970695 51.125647, -114.1982951 51.126167)))"
4000 26 ST SE,Non-Residential,DOVER,C-C1,"MULTIPOLYGON (((-113.9979795 51.0178207, -113.9981966 51.0178204, -113.9981954 51.0178512, -113.9981909 51.017882, -113.998183 51.0179125, -113.9981718 51.0179426, -113.9981573 51.0179721, -113.9981397 51.0180009, -113.9981189 51.0180289, -113.9980952 51.0180559, -113.9980719 51.0180824, -113.9980515 51.0181098, -113.998034 51.018138, -113.9980197 51.0181669, -113.9980084 51.0181963, -113.9980003 51.0182261, -113.9979955 51.0182563, -113.9979938 51.0182865, -113.9979934 51.0186021, -113.9980585 51.0186431, -113.9983843 51.0186425, -113.9986388 51.0186137, -113.9986711 51.0186084, -113.9987017 51.0186001, -113.99873 51.0185889, -113.9987551 51.0185751, -113.9987767 51.018559, -113.998794 51.0185411, -113.9988068 51.0185216, -113.9988147 51.0185012, -113.9988569 51.0183403, -113.998848 51.0178191, -113.9988463 51.0177369, -113.9987163 51.0177372, -113.9982627 51.017738, -113.997978 51.0177385, -113.9979795 51.0178207)))"
510R HERITAGE DR SW,Non-Residential,KINGSLAND,C-C1,"MULTIPOLYGON (((-114.0754189 50.9800519, -114.0754194 50.9803944, -114.0754621 50.9803944, -114.0759618 50.9803945, -114.0759613 50.980052, -114.0754189 50.9800519)))"
4645 SARCEE RD SW,Non-Residential,RUTLAND PARK,C-C1,"MULTIPOLYGON (((-114.1395693 51.0132022, -114.1400817 51.0126632, -114.1401113 51.0126321, -114.1396045 51.0126315, -114.1394528 51.0126313, -114.1390679 51.0126308, -114.1390461 51.0126322, -114.1390251 51.0126364, -114.139006 51.0126432, -114.1389895 51.0126523, -114.1389773 51.0126624, -114.1389682 51.0126737, -114.1389627 51.0126858, -114.1389609 51.0126984, -114.1389628 51.0133665, -114.1391897 51.0133696, -114.1392028 51.0133746, -114.1392366 51.0133875, -114.1393516 51.0134312, -114.1395693 51.0132022)))"
