ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
10011 68 ST NE,Farm Land,CORNERSTONE,"R-G,R-Gm,S-CRI,S-SPR,S-UN","MULTIPOLYGON (((-113.9353925 51.147001, -113.9464208 51.1469956, -113.9464199 51.1432891, -113.9464199 51.1431529, -113.9464199 51.1416936, -113.9461951 51.1416938, -113.9353927 51.1416993, -113.9353925 51.147001)))"
21850 40 ST SE,Farm Land,RICARDO RANCH,"R-G,R-Gm,S-CRI,S-SPR,S-UN","MULTIPOLYGON (((-113.957631 50.8501134, -113.9575181 50.8500187, -113.9574327 50.8499448, -113.9573499 50.8498698, -113.9573124 50.8498333, -113.9572776 50.8497956, -113.957249 50.8497601, -113.9572354 50.849738, -113.957218 50.8497009, -113.9571964 50.8496471, -113.9571184 50.8494359, -113.9570399 50.8492139, -113.9569693 50.8490074, -113.9569336 50.8489042, -113.956911 50.848841, -113.9569053 50.8488259, -113.9569031 50.8488202, -113.9568909 50.8487899, -113.9568146 50.8486052, -113.9565307 50.8486068, -113.9523367 50.84863, -113.9523593 50.8558503, -113.9637674 50.8558049, -113.9637625 50.8540954, -113.9637553 50.854093, -113.9636571 50.8540613, -113.9636053 50.8540453, -113.9635325 50.8540238, -113.9634415 50.8539972, -113.9633835 50.8539796, -113.963354 50.8539703, -113.9633252 50.8539604, -113.9632703 50.8539395, -113.9631723 50.8539, -113.9630587 50.853852, -113.96301 50.8538309, -113.9629911 50.8538226, -113.9629776 50.8538165, -113.9629608 50.8538086, -113.9629479 50.8538018, -113.9629257 50.8537883, -113.9629003 50.8537705, -113.9628661 50.8537428, -113.9628365 50.8537163, -113.9628107 50.8536913, -113.9627754 50.853654, -113.962735 50.8536074, -113.9626991 50.8535629, -113.9626697 50.8535232, -113.9626503 50.8534944, -113.9626272 50.8534562, -113.9626019 50.8534076, -113.9625832 50.8533616, -113.9625681 50.8533128, -113.9625604 50.8532779, -113.9625543 50.8532406, -113.9625506 50.8532156, -113.9625437 50.8531631, -113.9625423 50.8531493, -113.9625415 50.8531376, -113.9625403 50.8531155, -113.9625393 50.8531022, -113.9625384 50.8530933, -113.962537 50.8530884, -113.9625311 50.8530784, -113.9625207 50.8530659, -113.962496 50.8530436, -113.9624733 50.853026, -113.9624599 50.8530172, -113.9624456 50.8530097, -113.9624386 50.8530073, -113.9624318 50.8530057, -113.962419 50.853003, -113.962406 50.8530006, -113.9623893 50.8529976, -113.9623586 50.8529895, -113.9622976 50.8529668, -113.9622647 50.8529525, -113.9622329 50.8529372, -113.9622151 50.8529274, -113.9621987 50.8529168, -113.9621591 50.852888, -113.9621106 50.8528524, -113.9620408 50.8528031, -113.9620357 50.8527999, -113.9620184 50.8527906, -113.9619837 50.8527721, -113.9619542 50.8527562, -113.9619472 50.8527524, -113.9619322 50.8527439, -113.9619002 50.852725, -113.9618879 50.8527175, -113.9618722 50.8527075, -113.9618537 50.8526947, -113.9618242 50.8526718, -113.9617756 50.852631, -113.9616616 50.8525294, -113.9615638 50.8524401, -113.9615453 50.8524226, -113.9615316 50.8524089, -113.9615284 50.8524055, -113.961522 50.8523986, -113.9615108 50.8523861, -113.9614868 50.8523593, -113.961473 50.8523439, -113.961472 50.8523428, -113.9614158 50.852282, -113.9613558 50.8522179, -113.9613094 50.852168, -113.9612986 50.8521537, -113.9612918 50.8521385, -113.961281 50.8521105, -113.9612662 50.8520832, -113.9612532 50.8520641, -113.9612381 50.8520457, -113.9612345 50.8520431, -113.9612296 50.8520418, -113.9612216 50.8520417, -113.9612106 50.8520418, -113.9611975 50.8520406, -113.9611953 50.85204, -113.9611946 50.8520388, -113.9611977 50.85203, -113.9612011 50.8520251, -113.9612062 50.8520209, -113.9612093 50.8520179, -113.9612105 50.8520144, -113.9612087 50.8520079, -113.9611766 50.8519611, -113.9611571 50.8519372, -113.9611345 50.8519145, -113.9611284 50.8519068, -113.9611256 50.8518984, -113.9611253 50.8518886, -113.9611253 50.8518735, -113.9611243 50.8518586, -113.961124 50.8518569, -113.9611226 50.8518544, -113.9610862 50.851809, -113.9610482 50.8517665, -113.9610423 50.8517571, -113.9610407 50.8517514, -113.9610371 50.8517388, -113.9610354 50.851733, -113.9610323 50.8517225, -113.961027 50.8517079, -113.9610198 50.8516936, -113.9610039 50.8516675, -113.9609863 50.8516419, -113.9609626 50.8516112, -113.9609366 50.8515812, -113.9609128 50.8515566, -113.9608869 50.8515329, -113.9608633 50.851513, -113.9608507 50.8515021, -113.9608381 50.8514906, -113.9608339 50.8514863, -113.9608284 50.8514801, -113.9608146 50.8514619, -113.9607878 50.8514235, -113.9607725 50.8513991, -113.9607662 50.8513882, -113.9607534 50.851366, -113.9607433 50.8513481, -113.9607272 50.8513193, -113.9607088 50.851293, -113.9606722 50.8512538, -113.9606567 50.8512404, -113.960639 50.8512283, -113.960629 50.8512237, -113.9606178 50.8512205, -113.9606056 50.8512191, -113.960593 50.8512177, -113.9605796 50.8512147, -113.9605774 50.8512136, -113.9605771 50.8512121, -113.9605809 50.8512049, -113.9605867 50.8511992, -113.9605934 50.8511928, -113.9605963 50.8511859, -113.9605952 50.8511787, -113.9605867 50.8511644, -113.9605746 50.8511511, -113.9605483 50.8511294, -113.9605188 50.8511093, -113.960468 50.8510798, -113.9604144 50.8510523, -113.9602885 50.8509929, -113.9602541 50.8509781, -113.9602092 50.8509605, -113.9602009 50.8509576, -113.9601833 50.8509522, -113.9601407 50.8509393, -113.9601068 50.8509293, -113.9600478 50.8509121, -113.9599996 50.8508971, -113.9599524 50.8508809, -113.959839 50.8508395, -113.9597266 50.8507968, -113.9596196 50.8507535, -113.9595158 50.8507072, -113.9594743 50.8506857, -113.9594366 50.8506616, -113.9594005 50.8506352, -113.9593584 50.8506041, -113.9593123 50.8505718, -113.9592905 50.8505574, -113.9592818 50.8505528, -113.959272 50.8505491, -113.9592479 50.8505425, -113.9592231 50.8505371, -113.959196 50.8505328, -113.9591683 50.8505304, -113.959156 50.8505307, -113.9591443 50.8505329, -113.959121 50.8505397, -113.9590453 50.8505633, -113.9589635 50.8505908, -113.9589411 50.8505972, -113.9589298 50.8505988, -113.9588639 50.8506021, -113.9588419 50.8506028, -113.9587215 50.8506059, -113.9586774 50.8506059, -113.9586335 50.8506037, -113.9585901 50.8505993, -113.9585473 50.8505927, -113.958532 50.8505912, -113.9585166 50.850592, -113.958502 50.8505952, -113.958489 50.8506004, -113.9584835 50.8506047, -113.9584831 50.8506074, -113.95849 50.8506184, -113.9584992 50.8506287, -113.9585419 50.8506714, -113.9585824 50.850715, -113.9586508 50.8507925, -113.9586886 50.8508346, -113.9587025 50.8508472, -113.9587196 50.8508581, -113.9587306 50.8508624, -113.9587433 50.8508643, -113.9587508 50.8508636, -113.958757 50.8508608, -113.9587606 50.8508566, -113.958761 50.8508518, -113.9587599 50.8508434, -113.9587616 50.850835, -113.958766 50.850827, -113.958773 50.8508198, -113.9587938 50.850805, -113.9588177 50.8507922, -113.9588292 50.8507888, -113.9588418 50.8507882, -113.958853 50.8507903, -113.9588626 50.8507946, -113.9588764 50.8508051, -113.9588871 50.8508169, -113.958892 50.8508251, -113.9588952 50.8508337, -113.9588966 50.8508424, -113.9588961 50.8508512, -113.958895 50.8508639, -113.9588958 50.8508767, -113.9588983 50.8508894, -113.9589026 50.8509019, -113.9589154 50.8509283, -113.958931 50.850954, -113.9589496 50.850979, -113.958971 50.851003, -113.958991 50.8510218, -113.9590135 50.8510394, -113.9590383 50.8510557, -113.9590654 50.8510706, -113.9590959 50.8510842, -113.9591287 50.8510957, -113.9591632 50.8511048, -113.9591992 50.8511115, -113.9592303 50.8511175, -113.9592599 50.8511259, -113.9592876 50.8511366, -113.9593129 50.8511495, -113.9593864 50.8511923, -113.9594233 50.8512143, -113.9594474 50.8512291, -113.9594993 50.8512615, -113.9595193 50.8512751, -113.9595375 50.8512896, -113.9595537 50.8513051, -113.9595679 50.8513213, -113.9595766 50.851334, -113.9595831 50.8513471, -113.9595872 50.8513606, -113.9595889 50.8513744, -113.9595878 50.8513811, -113.9595839 50.8513874, -113.9595776 50.8513928, -113.9595693 50.851397, -113.9595613 50.8514011, -113.9595553 50.8514064, -113.9595518 50.8514126, -113.9595511 50.8514191, -113.9595561 50.8514358, -113.9595673 50.8514514, -113.9595839 50.8514648, -113.9596051 50.8514753, -113.95965 50.8514948, -113.9596911 50.8515174, -113.959728 50.8515427, -113.9597602 50.8515704, -113.9597818 50.8515931, -113.9598007 50.8516168, -113.9598168 50.8516413, -113.95983 50.8516664, -113.9598374 50.851679, -113.9598477 50.8516907, -113.9598606 50.8517014, -113.9598759 50.8517107, -113.9598922 50.8517171, -113.9599107 50.8517204, -113.9599402 50.8517212, -113.9599695 50.8517186, -113.959987 50.851714, -113.9600013 50.8517061, -113.960011 50.8516958, -113.9600149 50.8516841, -113.9600189 50.8516713, -113.9600284 50.8516597, -113.9600428 50.8516502, -113.9600608 50.8516438, -113.9600864 50.8516389, -113.960113 50.8516367, -113.9601398 50.8516372, -113.9601661 50.8516404, -113.9602047 50.8516486, -113.9602416 50.8516593, -113.9602766 50.8516724, -113.9603093 50.8516877, -113.960341 50.8517051, -113.9603712 50.8517236, -113.9603999 50.851743, -113.9604269 50.8517633, -113.9604501 50.8517828, -113.9604716 50.8518031, -113.9604911 50.8518242, -113.9605088 50.8518459, -113.9605368 50.8518869, -113.9605593 50.8519292, -113.9605724 50.8519639, -113.9605797 50.8519993, -113.9605807 50.8520185, -113.960579 50.8520377, -113.9605745 50.8520566, -113.9605674 50.8520753, -113.9605598 50.8520887, -113.9605496 50.8521014, -113.960537 50.8521132, -113.9605222 50.8521239, -113.9605096 50.8521305, -113.9604951 50.8521353, -113.9604794 50.8521381, -113.960463 50.8521388, -113.9604429 50.8521394, -113.9604232 50.8521421, -113.9604045 50.8521468, -113.9603873 50.8521534, -113.9603727 50.8521613, -113.9603606 50.8521708, -113.9603513 50.8521814, -113.9603451 50.8521929, -113.9603422 50.852205, -113.9603427 50.8522171, -113.9603466 50.852229, -113.9603538 50.8522403, -113.9603588 50.8522498, -113.9603593 50.8522598, -113.9603553 50.8522695, -113.960347 50.852278, -113.9603352 50.8522846, -113.9603209 50.8522889, -113.9603052 50.8522904, -113.9602896 50.8522889, -113.9602704 50.8522842, -113.9602527 50.8522774, -113.9602372 50.8522688, -113.9602242 50.8522586, -113.9602158 50.8522488, -113.9602108 50.8522381, -113.9602092 50.8522269, -113.9602112 50.8522158, -113.9602247 50.8521833, -113.9602539 50.8521284, -113.9602668 50.8521077, -113.9602817 50.8520876, -113.9602911 50.8520742, -113.9602987 50.8520603, -113.9603007 50.852052, -113.960299 50.8520436, -113.9602939 50.8520358, -113.9602856 50.8520291, -113.9602424 50.8520043, -113.960197 50.8519811, -113.9601497 50.8519595, -113.9601004 50.8519397, -113.9600518 50.8519227, -113.9600016 50.8519076, -113.95995 50.8518946, -113.9598971 50.8518838, -113.9598559 50.851875, -113.9598159 50.8518642, -113.9597775 50.8518513, -113.9597409 50.8518365, -113.9596922 50.8518141, -113.9596448 50.8517907, -113.9595987 50.8517662, -113.9595541 50.8517407, -113.959529 50.8517249, -113.9595054 50.8517082, -113.9594835 50.8516906, -113.9594633 50.8516722, -113.9593741 50.8515823, -113.9592982 50.8515002, -113.9592431 50.8514366, -113.9591901 50.8513722, -113.9591634 50.8513405, -113.9591344 50.8513096, -113.95907 50.8512475, -113.9589718 50.8511609, -113.9589055 50.8511064, -113.9588582 50.8510669, -113.9588189 50.8510307, -113.9586915 50.8509083, -113.9585447 50.8507727, -113.9583936 50.850639, -113.9583556 50.8506089, -113.9583135 50.8505809, -113.9582895 50.8505687, -113.9582625 50.8505594, -113.958232 50.8505491, -113.9582044 50.8505359, -113.9581463 50.8505017, -113.9580906 50.850466, -113.958017 50.8504148, -113.957946 50.8503622, -113.9577698 50.850226, -113.9576944 50.8501658, -113.957631 50.8501134)))"
21820 56 ST SE,Residential,RICARDO RANCH,"R-G,R-Gm,S-CRI,S-SPR,S-UN","MULTIPOLYGON (((-113.9414603 50.8509349, -113.9414136 50.8509562, -113.9413257 50.8509975, -113.941236 50.8510396, -113.9411899 50.8510595, -113.9411159 50.8510881, -113.9410727 50.8511024, -113.9410275 50.8511139, -113.9409877 50.8511242, -113.9409501 50.8511372, -113.9408752 50.8511671, -113.9408151 50.8511918, -113.9407512 50.8512185, -113.940654 50.8512591, -113.9406542 50.8514388, -113.9406551 50.8522264, -113.9406585 50.8558567, -113.9520737 50.8558508, -113.9520725 50.8554607, -113.9520718 50.855238, -113.952051 50.8486301, -113.9463268 50.8486309, -113.9454545 50.848631, -113.9448866 50.8486311, -113.9447998 50.8487005, -113.9447597 50.848767, -113.9447157 50.8488326, -113.944692 50.8488628, -113.9446645 50.8488917, -113.9445266 50.8490233, -113.9444521 50.8490951, -113.9443689 50.8491789, -113.9443116 50.849236, -113.9442689 50.8492746, -113.9442223 50.8493113, -113.944166 50.8493507, -113.9441063 50.849388, -113.9440504 50.8494196, -113.9440007 50.8494479, -113.9439166 50.8494996, -113.9438823 50.849523, -113.9438567 50.8495444, -113.9438293 50.8495676, -113.9437901 50.8495956, -113.9437366 50.8496309, -113.9436565 50.8496805, -113.9436115 50.849706, -113.9435735 50.8497253, -113.943542 50.8497415, -113.943505 50.8497618, -113.9434419 50.849797, -113.9433567 50.8498416, -113.9433011 50.8498715, -113.9432751 50.8498876, -113.943251 50.849905, -113.9432101 50.8499353, -113.9431673 50.8499645, -113.9431086 50.8500019, -113.9430537 50.8500368, -113.9430228 50.8500585, -113.9429944 50.8500815, -113.9429701 50.8501009, -113.9429434 50.8501191, -113.9429202 50.8501325, -113.9428954 50.8501448, -113.9428709 50.850157, -113.942848 50.8501704, -113.9427985 50.8502019, -113.9427455 50.8502368, -113.9426752 50.850286, -113.9426434 50.850307, -113.942617 50.8503223, -113.9425546 50.8503582, -113.9424759 50.8504042, -113.9424146 50.85044, -113.9423824 50.850457, -113.942348 50.850472, -113.9423146 50.8504866, -113.9422836 50.8505032, -113.9422277 50.850536, -113.9421708 50.8505694, -113.9421406 50.850587, -113.9421141 50.8506025, -113.9420586 50.8506368, -113.9420196 50.8506603, -113.9419832 50.8506792, -113.9418918 50.8507246, -113.9417724 50.8507863, -113.9417256 50.8508115, -113.9417054 50.8508247, -113.9416876 50.850836, -113.9416633 50.8508478, -113.9416375 50.8508583, -113.9415902 50.8508769, -113.9415441 50.8508968, -113.9414603 50.8509349)))"
