ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
407 20 AV NE,Residential,WINSTON HEIGHTS/MOUNTVIEW,C-N1,"MULTIPOLYGON (((-114.0554197 51.0705392, -114.055474 51.0705392, -114.0555826 51.0705392, -114.055637 51.0705392, -114.055637 51.0701966, -114.0555826 51.0701967, -114.055474 51.0701967, -114.0554196 51.0701967, -114.0554197 51.0705392)))"
2039 26 AV SW,Non-Residential,SOUTH CALGARY,C-N1,"MULTIPOLYGON (((-114.1088733 51.0300002, -114.1088743 51.0303426, -114.1089828 51.0303425, -114.1090912 51.0303424, -114.1091997 51.0303423, -114.1093081 51.0303422, -114.1093076 51.0299997, -114.109199 51.0299998, -114.1090905 51.0299999, -114.1089819 51.03, -114.1088733 51.0300002)))"
1 PARKDALE CR NW,Non-Residential,PARKDALE,C-N1,"MULTIPOLYGON (((-114.136327 51.0580691, -114.1361661 51.0581985, -114.1364906 51.0583589, -114.1366518 51.0582295, -114.1368129 51.0581001, -114.1364879 51.0579398, -114.136327 51.0580691)))"
3 PARKDALE CR NW,Non-Residential,PARKDALE,C-N1,"MULTIPOLYGON (((-114.1359783 51.0583495, -114.1363027 51.0585099, -114.1364638 51.0583805, -114.1361393 51.0582201, -114.1359783 51.0583495)))"
2405 EDMONTON TR NE,Non-Residential,TUXEDO PARK,C-N1,"MULTIPOLYGON (((-114.0568679 51.073408, -114.0567591 51.073408, -114.0566503 51.073408, -114.0565133 51.073408, -114.056518 51.0734627, -114.0564584 51.0737326, -114.0566524 51.0737326, -114.0567611 51.0737326, -114.0568699 51.0737326, -114.0568679 51.073408)))"
2905 31 AV SW,Non-Residential,RICHMOND,C-N1,"MULTIPOLYGON (((-114.1285909 51.0253659, -114.128533 51.025366, -114.1284245 51.0253662, -114.128316 51.0253663, -114.1282075 51.0253665, -114.1280786 51.0253667, -114.1280781 51.0256408, -114.1282069 51.0256406, -114.1283154 51.0256405, -114.1284239 51.0256403, -114.1285324 51.0256401, -114.1285902 51.02564, -114.1285909 51.0253659)))"
3220 28 ST SW,Non-Residential,RICHMOND,C-N1,"MULTIPOLYGON (((-114.1274486 51.025674, -114.1274485 51.0257425, -114.1274483 51.0258111, -114.1274482 51.0258796, -114.1274481 51.0259481, -114.1274479 51.0260167, -114.1278604 51.026016, -114.1278605 51.0259474, -114.1278606 51.0258789, -114.1278608 51.0258104, -114.1278609 51.0257418, -114.127861 51.0256733, -114.1274486 51.025674)))"
9 PARKDALE CR NW,Non-Residential,PARKDALE,C-N1,"MULTIPOLYGON (((-114.1356727 51.0577464, -114.1355116 51.0578758, -114.1358369 51.058036, -114.1359978 51.0579067, -114.1356727 51.0577464)))"
2913 RICHMOND RD SW,Non-Residential,RICHMOND,C-N1,"MULTIPOLYGON (((-114.1285909 51.0253659, -114.1285902 51.02564, -114.1286409 51.02564, -114.1287493 51.0256398, -114.1288578 51.0256396, -114.1289663 51.0256395, -114.1290748 51.0256393, -114.1291833 51.0256391, -114.1292918 51.025639, -114.129421 51.0256388, -114.1294214 51.0253647, -114.129378 51.0253648, -114.1293169 51.0253649, -114.1292926 51.0253649, -114.1291841 51.0253651, -114.1290756 51.0253652, -114.1289671 51.0253654, -114.1288586 51.0253655, -114.1287501 51.0253657, -114.1286415 51.0253659, -114.1285909 51.0253659)))"
4 PARKDALE CR NW,Non-Residential,PARKDALE,C-N1,"MULTIPOLYGON (((-114.1358062 51.0584592, -114.136061 51.058704, -114.1363027 51.0585099, -114.1359783 51.0583495, -114.1358927 51.0584182, -114.1358745 51.0584311, -114.1358537 51.0584423, -114.1358308 51.0584517, -114.1358062 51.0584592)))"
