ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
1380 85 ST SW,Residential,ASPEN WOODS,"DC,R-G,S-SPR","MULTIPOLYGON (((-114.207956 51.0456939, -114.2079559 51.0457641, -114.2079555 51.04605, -114.2079559 51.04605, -114.2093895 51.0460516, -114.2093887 51.0451884, -114.2093113 51.0451886, -114.2079567 51.0451909, -114.207956 51.0456939)))"
8445 13 AV SW,Residential,ASPEN WOODS,"DC,R-G,S-SPR","MULTIPOLYGON (((-114.207956 51.0456939, -114.2079559 51.0457641, -114.2079555 51.04605, -114.2079559 51.04605, -114.2093895 51.0460516, -114.2093887 51.0451884, -114.2093113 51.0451886, -114.2079567 51.0451909, -114.207956 51.0456939)))"
