ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
123 SUNCREST WY SE,Non-Residential,SUNDANCE,S-R,"MULTIPOLYGON (((-114.0406516 50.9035322, -114.0405874 50.9035696, -114.0406608 50.9036126, -114.0407363 50.9036542, -114.0408136 50.9036943, -114.0408928 50.903733, -114.040989 50.903728, -114.0410042 50.9037186, -114.0406516 50.9035322)))"
6771 16 AV NW,Non-Residential,BOWNESS,S-R,"MULTIPOLYGON (((-114.1785683 51.0744241, -114.1785706 51.0744282, -114.1785851 51.0744615, -114.1785953 51.0744903, -114.1786026 51.0745204, -114.1786107 51.0745533, -114.1786238 51.0745816, -114.1786325 51.0745998, -114.1786435 51.0746263, -114.1786609 51.0746619, -114.1786791 51.0746952, -114.1786973 51.074729, -114.1787206 51.0747614, -114.1787395 51.0747947, -114.1787577 51.0748285, -114.1787737 51.0748604, -114.1787905 51.0748928, -114.1788065 51.0749252, -114.1788232 51.0749563, -114.1788371 51.0749864, -114.1788502 51.0750133, -114.1788619 51.0750336, -114.1788676 51.0750434, -114.1788844 51.0750754, -114.1789019 51.0751105, -114.1789128 51.0751397, -114.1789237 51.0751721, -114.1789318 51.0752032, -114.1789398 51.0752383, -114.1789427 51.0752474, -114.1789537 51.0752821, -114.1789675 51.0753164, -114.1789748 51.0753378, -114.1789843 51.0753684, -114.1789916 51.0754022, -114.178996 51.0754282, -114.1790004 51.0754638, -114.1790034 51.0754885, -114.1790056 51.0755163, -114.1790064 51.0755423, -114.179005 51.0755766, -114.1790014 51.0756026, -114.1789986 51.07563, -114.1789993 51.0756624, -114.1790023 51.0756898, -114.1790081 51.0757204, -114.1790068 51.0757551, -114.1789996 51.0757807, -114.1789931 51.0758062, -114.178983 51.0758414, -114.1789765 51.0758765, -114.1789752 51.0759281, -114.1789759 51.0759573, -114.1789724 51.0759916, -114.1789681 51.0760176, -114.178958 51.0760505, -114.1789515 51.0760742, -114.1789392 51.0761044, -114.1789262 51.0761359, -114.1789074 51.076171, -114.1788908 51.0762016, -114.1788742 51.0762354, -114.1788568 51.0762702, -114.1788387 51.0763017, -114.1788101 51.0763317, -114.1787865 51.0763574, -114.1787578 51.0763848, -114.1787327 51.0764119, -114.178712 51.0764389, -114.1786956 51.0764622, -114.1786713 51.076496, -114.1786361 51.0765286, -114.1785995 51.0765584, -114.1785788 51.0765904, -114.1785545 51.0766197, -114.1785266 51.0766554, -114.1785065 51.076671, -114.1784663 51.0767062, -114.1784165 51.0767292, -114.1783763 51.0767636, -114.1783426 51.0767911, -114.1782922 51.0768269, -114.1782694 51.0768589, -114.1782501 51.0768891, -114.1782374 51.0769138, -114.178208 51.0769459, -114.1781532 51.0769725, -114.1781325 51.0770027, -114.1781104 51.0770361, -114.1780948 51.0770613, -114.1780849 51.0770753, -114.1781031 51.0770801, -114.1783135 51.0771362, -114.1786761 51.0772257, -114.1814361 51.0779734, -114.1812229 51.0776231, -114.1810898 51.077408, -114.1809515 51.0771942, -114.1808081 51.0769816, -114.1806597 51.0767705, -114.180486 51.0765335, -114.1803059 51.0762985, -114.1801195 51.0760653, -114.1799268 51.0758342, -114.1797279 51.0756052, -114.179523 51.0753783, -114.1793119 51.0751536, -114.1790948 51.0749312, -114.1789771 51.074814, -114.1788577 51.0746975, -114.1787367 51.0745816, -114.178614 51.0744665, -114.1785683 51.0744241)))"
6452 35 AV NW,Non-Residential,BOWNESS,S-R,"MULTIPOLYGON (((-114.1817183 51.0849749, -114.1825439 51.0849788, -114.1825456 51.084798, -114.1831714 51.084801, -114.1831757 51.0843505, -114.1817248 51.0843442, -114.1817183 51.0849749)))"
6452 35 AV NW,Non-Residential,BOWNESS,S-R,"MULTIPOLYGON (((-114.1817183 51.0849749, -114.1825439 51.0849788, -114.1825456 51.084798, -114.1831714 51.084801, -114.1831757 51.0843505, -114.1817248 51.0843442, -114.1817183 51.0849749)))"
11 CHAPALA DR SE,Non-Residential,CHAPARRAL,S-R,"MULTIPOLYGON (((-114.0303539 50.8846015, -114.0303526 50.884625, -114.0304 50.8846568, -114.0304136 50.8846659, -114.0304681 50.8846679, -114.0305225 50.8846715, -114.0305765 50.8846765, -114.0306302 50.8846831, -114.0306833 50.8846911, -114.0307359 50.8847006, -114.0307877 50.8847116, -114.0308387 50.884724, -114.0308558 50.8847286, -114.0308568 50.8846207, -114.0303539 50.8846015)))"
410 RIVERDALE AV SW,Non-Residential,ELBOYA,S-R,"MULTIPOLYGON (((-114.0727275 51.0173647, -114.0720947 51.0174621, -114.0716727 51.017527, -114.071673 51.017801, -114.0720948 51.0176676, -114.0723468 51.0175688, -114.0727275 51.0174195, -114.0727275 51.0173647)))"
2102 VARSITY ESTATES DR NW,Non-Residential,VARSITY,S-R,"MULTIPOLYGON (((-114.1674628 51.0971498, -114.1687965 51.0971491, -114.1687432 51.0969122, -114.1687338 51.0968701, -114.1687014 51.0968701, -114.1683873 51.0968703, -114.1680733 51.0968705, -114.1677593 51.0968706, -114.1674452 51.0968708, -114.1674447 51.0965558, -114.1674231 51.0965558, -114.1673578 51.0965969, -114.1673575 51.0967335, -114.1673593 51.0967864, -114.1673643 51.0968392, -114.1673726 51.0968919, -114.1673842 51.0969443, -114.167399 51.0969963, -114.1674171 51.097048, -114.1674384 51.0970992, -114.1674628 51.0971498)))"
13028 24 ST SE,Non-Residential,FISH CREEK PARK,S-R,"MULTIPOLYGON (((-113.9983083 50.9358777, -113.9984278 50.9360222, -113.9986896 50.9362405, -113.9990421 50.9364237, -113.9992339 50.9365132, -113.9995795 50.9366789, -113.9999424 50.936829, -114.0003004 50.9369835, -114.0006708 50.9371269, -114.0009818 50.9372573, -114.0010384 50.937281, -114.0011089 50.9373047, -114.0015113 50.9374119, -114.0015411 50.9374194, -114.001541 50.9358723, -113.9984148 50.9358774, -113.9983083 50.9358777)))"
4116 8 AV SW,Non-Residential,ROSSCARROCK,S-R,"MULTIPOLYGON (((-114.1471779 51.045551, -114.1472168 51.0455356, -114.1472152 51.0451411, -114.1458398 51.0451375, -114.1471779 51.045551)))"
2030 PUMPHOUSE AV SW,Non-Residential,SUNALTA,S-R,"MULTIPOLYGON (((-114.1095394 51.0476702, -114.10959 51.0476713, -114.1096575 51.0476541, -114.1097533 51.0476254, -114.1098598 51.0475915, -114.1098959 51.0475827, -114.1099675 51.0475653, -114.1100556 51.0475353, -114.1102048 51.0474797, -114.1102346 51.0474721, -114.1098585 51.0469881, -114.1095034 51.0470775, -114.1091482 51.0471668, -114.1095394 51.0476702)))"
8844 48 AV NW,Non-Residential,BOWNESS,S-R,"MULTIPOLYGON (((-114.2161755 51.0961467, -114.2161747 51.0964065, -114.2162473 51.0964089, -114.2163726 51.0964099, -114.2163788 51.0964096, -114.2163961 51.0964088, -114.2164954 51.0964044, -114.2165027 51.0964042, -114.2166135 51.0964013, -114.2166512 51.0964003, -114.2166786 51.0963986, -114.2167315 51.0963952, -114.2165095 51.0962773, -114.2161757 51.0961002, -114.2161755 51.0961467)))"
620 RIVERDALE AV SW,Non-Residential,ELBOW PARK,S-R,"MULTIPOLYGON (((-114.078857 51.0177646, -114.0790623 51.0178143, -114.0792676 51.017864, -114.0793612 51.0175825, -114.0791488 51.0175542, -114.0789364 51.017526, -114.078857 51.0177646)))"
