ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
4627 CENTRE ST NW,Non-Residential,HIGHLAND PARK,"DC,S-SPR","MULTIPOLYGON (((-114.068145 51.0919203, -114.0683598 51.0920405, -114.0685756 51.0918869, -114.0686467 51.091834, -114.0687138 51.0917791, -114.0687769 51.0917224, -114.0688359 51.0916639, -114.0688906 51.0916038, -114.068941 51.0915422, -114.0689868 51.0914793, -114.0690281 51.0914151, -114.0690648 51.0913498, -114.0690967 51.0912835, -114.0691237 51.0912164, -114.069146 51.0911487, -114.0691633 51.0910803, -114.0691757 51.0910115, -114.0691832 51.0909424, -114.0691856 51.0908732, -114.0691857 51.0905313, -114.0685943 51.0905319, -114.0683768 51.0905321, -114.0683768 51.0908732, -114.0683752 51.0909193, -114.0683702 51.0909654, -114.068362 51.0910113, -114.0683504 51.0910569, -114.0683356 51.0911021, -114.0683175 51.0911468, -114.0682963 51.091191, -114.0682719 51.0912346, -114.0682443 51.0912774, -114.0682138 51.0913194, -114.0681802 51.0913604, -114.0681437 51.0914005, -114.0681044 51.0914395, -114.0680623 51.0914774, -114.0680175 51.091514, -114.0679701 51.0915493, -114.0677556 51.0917023, -114.068145 51.0919203)))"
4627 CENTRE ST NW,Non-Residential,HIGHLAND PARK,"DC,S-SPR","MULTIPOLYGON (((-114.0686394 51.0888348, -114.0685943 51.0888348, -114.0685943 51.0905319, -114.0691857 51.0905313, -114.0691859 51.0891798, -114.0686394 51.0888348)))"
1476 75 ST SW,Residential,ASPEN WOODS,"DC,S-SPR","MULTIPOLYGON (((-114.1966591 51.0434925, -114.1968034 51.0434924, -114.1968904 51.0434924, -114.1991831 51.0434918, -114.1991861 51.0425674, -114.19895 51.0425674, -114.1988645 51.0425674, -114.1985883 51.0425673, -114.1985882 51.0425673, -114.1981148 51.0425672, -114.1977411 51.0425672, -114.197741 51.0425671, -114.1973675 51.0425671, -114.1973673 51.0425671, -114.1973407 51.0425671, -114.1973405 51.0425671, -114.1969935 51.042567, -114.1968928 51.042567, -114.1968124 51.042567, -114.1968083 51.0428413, -114.1966629 51.0428407, -114.1966591 51.0434925)))"
9723 47 AV NW,Residential,GREENWOOD/GREENBRIAR,"DC,S-SPR","MULTIPOLYGON (((-114.2270527 51.093774, -114.2270539 51.0950132, -114.2282287 51.0951512, -114.2282272 51.0937746, -114.2282272 51.0937744, -114.2270527 51.0937738, -114.2270527 51.093774)))"
2220 13 ST NW,Non-Residential,CAPITOL HILL,"DC,S-SPR","MULTIPOLYGON (((-114.0899645 51.072235, -114.0899651 51.0724158, -114.0921402 51.0724139, -114.0921396 51.0722331, -114.0899645 51.072235)))"
3400 37 ST NW,Non-Residential,VARSITY,"DC,S-SPR","MULTIPOLYGON (((-114.1397251 51.0822514, -114.1397258 51.0830901, -114.1410181 51.0830883, -114.1410485 51.0830883, -114.1410479 51.081867, -114.1410216 51.0817572, -114.1409433 51.0816942, -114.1407609 51.0816591, -114.1398604 51.0816218, -114.1397257 51.0816218, -114.1397252 51.0821692, -114.1397251 51.0822514)))"
9623 47 AV NW,Residential,GREENWOOD/GREENBRIAR,"DC,S-SPR","MULTIPOLYGON (((-114.225814 51.0948675, -114.2270539 51.0950132, -114.2270527 51.093774, -114.2270527 51.0937738, -114.2258148 51.0937733, -114.225814 51.0948675)))"
2519 RICHMOND RD SW,Residential,RICHMOND,"DC,S-SPR","MULTIPOLYGON (((-114.1180968 51.0283065, -114.1180954 51.0286755, -114.1180956 51.0286755, -114.1187503 51.0286763, -114.1190525 51.0286767, -114.1192247 51.0286769, -114.1192231 51.0290705, -114.1192224 51.029234, -114.1206822 51.0287374, -114.1206887 51.02683, -114.1186399 51.026832, -114.1186002 51.0268321, -114.1185998 51.0268321, -114.118578 51.0268321, -114.1182865 51.0268324, -114.1181591 51.0268325, -114.1181555 51.0278322, -114.1181555 51.0278324, -114.1180985 51.0278323, -114.1180968 51.0283065)))"
9711 17 AV SW,Residential,SPRINGBANK HILL,"DC,S-SPR","MULTIPOLYGON (((-114.2227214 51.0329576, -114.2227213 51.0330659, -114.2226962 51.0330659, -114.2225736 51.0330661, -114.2225737 51.0331523, -114.2225737 51.0331596, -114.2225737 51.0332401, -114.2225738 51.0332467, -114.2239567 51.0332474, -114.2274968 51.0340721, -114.227556 51.0340872, -114.2276138 51.0341042, -114.2276701 51.0341231, -114.2277246 51.0341439, -114.2277774 51.0341665, -114.2278281 51.0341908, -114.2278767 51.0342168, -114.227923 51.0342444, -114.2279669 51.0342735, -114.2280083 51.034304, -114.228047 51.0343359, -114.2280829 51.0343691, -114.228116 51.0344034, -114.2281461 51.0344388, -114.2281732 51.0344751, -114.2281971 51.0345123, -114.2282178 51.0345502, -114.2282353 51.0345888, -114.2282495 51.0346279, -114.2282603 51.0346675, -114.2282678 51.0347073, -114.2282718 51.0347474, -114.2282724 51.0347875, -114.2282697 51.0348276, -114.2282635 51.0348675, -114.2282539 51.0349072, -114.228241 51.0349465, -114.2282248 51.0349853, -114.2282052 51.0350235, -114.2281825 51.035061, -114.2281566 51.0350976, -114.2281276 51.0351334, -114.2272812 51.0361095, -114.2272569 51.0361389, -114.2272344 51.0361688, -114.2272138 51.0361993, -114.227195 51.0362302, -114.227178 51.0362615, -114.227163 51.0362932, -114.2271499 51.0363253, -114.2271387 51.0363577, -114.2271295 51.0363902, -114.2271223 51.036423, -114.227117 51.036456, -114.2271138 51.036489, -114.2271125 51.0365221, -114.2271132 51.0365552, -114.227116 51.0365883, -114.2271207 51.0366212, -114.2271274 51.0366541, -114.227136 51.0366867, -114.2271467 51.0367192, -114.2271593 51.0367513, -114.2271738 51.0367831, -114.2271902 51.0368146, -114.2272085 51.0368456, -114.2272287 51.0368762, -114.2272507 51.0369063, -114.2272744 51.0369358, -114.2273 51.0369647, -114.2273273 51.0369931, -114.2273562 51.0370207, -114.2273869 51.0370476, -114.2274191 51.0370738, -114.2274529 51.0370992, -114.227953 51.0374601, -114.2279882 51.0374875, -114.2280199 51.0375164, -114.228048 51.0375469, -114.2280724 51.0375785, -114.228093 51.0376113, -114.2281095 51.0376449, -114.228122 51.0376792, -114.2281303 51.037714, -114.2284183 51.0377144, -114.2284126 51.0376803, -114.228404 51.0376466, -114.2283925 51.0376131, -114.2283783 51.0375801, -114.2283613 51.0375475, -114.2283416 51.0375157, -114.2283192 51.0374845, -114.2282943 51.037454, -114.2282665 51.0374242, -114.2282362 51.0373953, -114.2282035 51.0373675, -114.2281685 51.0373409, -114.2276679 51.0369796, -114.2276216 51.0369438, -114.2275791 51.0369061, -114.2275408 51.0368667, -114.2275067 51.0368257, -114.2274771 51.0367835, -114.227452 51.03674, -114.2274315 51.0366957, -114.2274158 51.0366505, -114.227405 51.0366048, -114.227399 51.0365588, -114.2273979 51.0365126, -114.2274017 51.0364665, -114.2274104 51.0364206, -114.227424 51.0363752, -114.2274423 51.0363305, -114.2274654 51.0362866, -114.2274959 51.0362399, -114.2275317 51.0361947, -114.2278603 51.0358154, -114.2282125 51.0354091, -114.2283773 51.035219, -114.2284075 51.0351822, -114.228435 51.0351447, -114.2284598 51.0351064, -114.2284819 51.0350674, -114.2285013 51.0350279, -114.2285178 51.0349879, -114.2285315 51.0349474, -114.2285423 51.0349066, -114.2285492 51.0348721, -114.228554 51.0348375, -114.2285568 51.0348028, -114.2285575 51.034768, -114.2285562 51.0347333, -114.2285528 51.0346986, -114.2285473 51.034664, -114.2285398 51.0346296, -114.2285303 51.0345953, -114.2285187 51.0345613, -114.2285051 51.0345276, -114.2284895 51.0344943, -114.228472 51.0344613, -114.2284525 51.0344288, -114.2284311 51.0343967, -114.2284079 51.0343652, -114.2283628 51.0343116, -114.2283122 51.0342599, -114.2282565 51.0342104, -114.2281956 51.0341632, -114.2281301 51.0341187, -114.22806 51.034077, -114.2279858 51.0340382, -114.2279077 51.0340026, -114.2277268 51.0338459, -114.2271634 51.0338005, -114.2265338 51.0336521, -114.2264734 51.033638, -114.2257803 51.0334772, -114.2252708 51.0333589, -114.2246597 51.0332166, -114.2240078 51.0330648, -114.2233564 51.0330646, -114.2233564 51.0329573, -114.2228062 51.0329575, -114.2227657 51.0329576, -114.2227214 51.0329576)))"
7132 FISHER ST SE,Non-Residential,FAIRVIEW INDUSTRIAL,"DC,S-SPR","MULTIPOLYGON (((-114.0683086 50.9917239, -114.0695367 50.9917248, -114.0695385 50.9904214, -114.0684887 50.9904209, -114.0683086 50.9917239)))"
722 85 ST SW,Non-Residential,WEST SPRINGS,"DC,S-SPR","MULTIPOLYGON (((-114.2080281 51.0668575, -114.2104946 51.0668554, -114.2105214 51.0668541, -114.2105475 51.0668501, -114.2105723 51.0668436, -114.2105952 51.0668348, -114.2106197 51.0668211, -114.2106396 51.0668047, -114.2106542 51.0667862, -114.210663 51.0667663, -114.2106821 51.0666981, -114.2107136 51.0665856, -114.2107138 51.0660289, -114.2106825 51.0660289, -114.2105956 51.066029, -114.2080287 51.0660304, -114.2080281 51.0668575)))"
2925R BLAKISTON DR NW,Residential,BRENTWOOD,"DC,S-SPR","MULTIPOLYGON (((-114.1293842 51.08736, -114.129369 51.0873514, -114.1291912 51.0872495, -114.1291871 51.0872471, -114.1291706 51.0872586, -114.1289099 51.0874389, -114.1289195 51.0874373, -114.1293734 51.0873618, -114.1293842 51.08736)))"
9623 47 AV NW,Residential,GREENWOOD/GREENBRIAR,"DC,S-SPR","MULTIPOLYGON (((-114.225815 51.093137, -114.2258148 51.0935925, -114.227053 51.0935932, -114.2270519 51.0931347, -114.225815 51.093137)))"
3921  32  AV NW,Non-Residential,UNIVERSITY DISTRICT,"DC,S-SPR","MULTIPOLYGON (((-114.1415975 51.0797828, -114.1428509 51.0797837, -114.1428502 51.0795263, -114.1428481 51.0795132, -114.142842 51.0795005, -114.1428321 51.0794889, -114.1428187 51.0794787, -114.1428025 51.0794704, -114.142784 51.0794641, -114.1427639 51.0794603, -114.142743 51.079459, -114.1415512 51.0794603, -114.1414662 51.0794604, -114.1414538 51.0794604, -114.1414383 51.0794611, -114.141423 51.0794633, -114.1414085 51.0794668, -114.1413949 51.0794716, -114.1413749 51.0794824, -114.1413598 51.0794959, -114.1413503 51.0795114, -114.1413471 51.0795278, -114.141333 51.0795278, -114.1410473 51.0795279, -114.1410475 51.0797827, -114.1411673 51.0797827, -114.1411673 51.0795335, -114.141395 51.0795335, -114.1414664 51.0795335, -114.1415981 51.0795335, -114.1415975 51.0797828)))"
5220 80 AV NE,Residential,SADDLE RIDGE,"DC,S-SPR","MULTIPOLYGON (((-113.9598697 51.1253582, -113.9588925 51.1253567, -113.9588742 51.1253568, -113.958856 51.1253581, -113.9588382 51.1253606, -113.9588208 51.1253643, -113.9588023 51.1253707, -113.9587852 51.1253784, -113.9587697 51.1253874, -113.958756 51.1253974, -113.9587444 51.1254085, -113.958735 51.1254203, -113.958728 51.1254328, -113.9587234 51.1254457, -113.9586727 51.1256259, -113.9585593 51.1256259, -113.9585578 51.1270306, -113.9598686 51.1270331, -113.9598697 51.1253582)))"
54 COULEE WY SW,Residential,COUGAR RIDGE,"DC,S-SPR","MULTIPOLYGON (((-114.1930635 51.0695125, -114.1932671 51.0695913, -114.193396 51.0696412, -114.1934377 51.0696571, -114.1934678 51.0696464, -114.1934707 51.069009, -114.1934708 51.0690008, -114.1934362 51.0689837, -114.1933992 51.0689913, -114.193338 51.0689909, -114.1932663 51.0689912, -114.1930626 51.0689913, -114.1928589 51.0689913, -114.1926565 51.0689918, -114.1926548 51.0694131, -114.1928596 51.0694566, -114.1929927 51.0694849, -114.1930635 51.0695125)))"
