ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
1851 SIROCCO DR SW,Non-Residential,SIGNAL HILL,"DC,S-CRI","MULTIPOLYGON (((-114.1670771 51.0372186, -114.1681577 51.0381031, -114.1685975 51.0379193, -114.1690298 51.0377387, -114.1694065 51.0375812, -114.1694296 51.0375697, -114.1694491 51.0375558, -114.1694646 51.0375401, -114.1694756 51.0375229, -114.1694818 51.0375048, -114.1694829 51.0374862, -114.169479 51.0374679, -114.1694702 51.0374502, -114.1693586 51.037278, -114.1691584 51.0370866, -114.1690737 51.0370075, -114.1689873 51.0369292, -114.168899 51.0368517, -114.168809 51.0367749, -114.1687172 51.036699, -114.1686237 51.036624, -114.1685284 51.0365498, -114.1684315 51.0364765, -114.1682584 51.0363508, -114.1680803 51.0362278, -114.168064 51.0362189, -114.1680451 51.0362122, -114.1680245 51.036208, -114.168003 51.0362065, -114.1679815 51.0362078, -114.1679608 51.0362118, -114.1679418 51.0362183, -114.1679253 51.0362271, -114.1678796 51.0362575, -114.1676164 51.0364325, -114.1675329 51.036488, -114.1673879 51.0365844, -114.1673519 51.0366096, -114.1673177 51.0366358, -114.1672856 51.036663, -114.1672556 51.0366912, -114.1672277 51.0367201, -114.167202 51.0367499, -114.1671786 51.0367804, -114.1671575 51.0368116, -114.1671388 51.0368434, -114.1671225 51.0368757, -114.1671087 51.0369084, -114.1670973 51.0369415, -114.1670884 51.036975, -114.1670821 51.0370086, -114.1670783 51.0370424, -114.167077 51.0370763, -114.1670771 51.0372186)))"
3425 4 ST NW,Non-Residential,QUEENS PARK VILLAGE,"DC,S-CRI","MULTIPOLYGON (((-114.0744983 51.0861768, -114.0830353 51.086178, -114.0831332 51.0859642, -114.0831343 51.0854729, -114.0831398 51.0830875, -114.0831433 51.0816085, -114.0772177 51.081611, -114.0763182 51.0816113, -114.0716963 51.081613, -114.071693 51.0816285, -114.0717448 51.0856399, -114.0721098 51.08564, -114.0722791 51.0856401, -114.072368 51.0856126, -114.0740498 51.0856131, -114.0744984 51.0856132, -114.0744983 51.0861768)))"
7755 17 AV SW,Non-Residential,SPRINGBANK HILL,"DC,S-CRI","MULTIPOLYGON (((-114.1978049 51.0368682, -114.1978055 51.0375804, -114.1978046 51.0377596, -114.1991907 51.0377598, -114.1991909 51.0376947, -114.1991909 51.0376404, -114.199191 51.0375807, -114.1991864 51.0368693, -114.1991916 51.0361793, -114.1991232 51.0361792, -114.1991232 51.0361383, -114.1990652 51.0361017, -114.1990646 51.0360388, -114.199064 51.0359784, -114.1983692 51.0359779, -114.197809 51.0359775, -114.1978049 51.0368682)))"
1912 FLORES LADUE PR SE,Non-Residential,BELTLINE,"DC,S-CRI","MULTIPOLYGON (((-114.054591 51.0386471, -114.0546995 51.0386502, -114.05468 51.038924, -114.0547885 51.0389271, -114.0548971 51.0389302, -114.0550056 51.0389334, -114.0551141 51.0389365, -114.0552226 51.0389396, -114.0553311 51.0389427, -114.0554003 51.0389447, -114.05542 51.0386708, -114.055459 51.0386719, -114.0555675 51.038675, -114.055676 51.0386781, -114.0558388 51.0386827, -114.0560015 51.0386874, -114.0559945 51.0387859, -114.0559875 51.0388845, -114.0559805 51.0389831, -114.0559704 51.0391255, -114.0559625 51.0392347, -114.0560739 51.0392385, -114.0562491 51.0392433, -114.0562685 51.0389696, -114.0562763 51.0388601, -114.0562836 51.0387575, -114.0563921 51.0387606, -114.0565005 51.0387637, -114.056609 51.0387668, -114.0567175 51.0387698, -114.056826 51.0387729, -114.0568477 51.0387735, -114.0568404 51.0388762, -114.0569272 51.0388786, -114.0569923 51.0388805, -114.0570357 51.0388817, -114.0571441 51.0388848, -114.0572526 51.0388879, -114.0573611 51.038891, -114.0574696 51.0388941, -114.057578 51.0388972, -114.0576865 51.0389003, -114.0577408 51.0389018, -114.057795 51.0389033, -114.0578764 51.0389057, -114.0579035 51.0385226, -114.0579306 51.0385234, -114.0579614 51.038524, -114.0580391 51.0385264, -114.0581472 51.0385295, -114.0582557 51.0385326, -114.0583642 51.0385357, -114.0584725 51.0385386, -114.0584852 51.038358, -114.0583769 51.0383551, -114.0582685 51.038352, -114.05816 51.0383489, -114.0580733 51.0383464, -114.0580516 51.0383458, -114.0579466 51.0383426, -114.0579509 51.0382826, -114.0579535 51.0381917, -114.0579539 51.0381865, -114.0579576 51.0381375, -114.0579576 51.0381356, -114.0579698 51.0379625, -114.0579722 51.0379288, -114.0579175 51.0379288, -114.0578637 51.0379292, -114.057755 51.0379292, -114.0577441 51.0379292, -114.0576463 51.0379292, -114.0575377 51.0379292, -114.057429 51.0379292, -114.0573203 51.0379292, -114.0572318 51.0379292, -114.0569321 51.0377481, -114.0568101 51.0376745, -114.056947 51.0376137, -114.0568032 51.0375681, -114.0567478 51.0375493, -114.0566942 51.0375286, -114.0566425 51.0375061, -114.0565928 51.0374819, -114.0565453 51.0374559, -114.0565002 51.0374283, -114.0564575 51.0373993, -114.0564175 51.0373688, -114.0559429 51.0369861, -114.0558724 51.0369293, -114.055787 51.0369868, -114.0556641 51.0370696, -114.0540665 51.0370526, -114.0540115 51.0377478, -114.0539973 51.0379286, -114.053978 51.038168, -114.0539852 51.0381682, -114.0540305 51.0381708, -114.0540752 51.0381761, -114.0541188 51.038184, -114.0541612 51.0381945, -114.0542017 51.0382074, -114.0542402 51.0382226, -114.0542762 51.0382401, -114.0543095 51.0382596, -114.0545011 51.0383828, -114.0544924 51.0385059, -114.0544827 51.0386428, -114.054591 51.0386471)))"
11015 ANDERSON STATION WY SW,Non-Residential,SOUTHWOOD,"DC,S-CRI","MULTIPOLYGON (((-114.0744823 50.9565193, -114.0745701 50.9565196, -114.0746791 50.9565197, -114.0747455 50.9565195, -114.0746632 50.9561175, -114.0741466 50.9536052, -114.0740981 50.9533813, -114.0740444 50.9531579, -114.0739856 50.952935, -114.0739217 50.9527126, -114.0738527 50.9524909, -114.0737787 50.9522698, -114.0736995 50.9520494, -114.0736153 50.9518297, -114.0733154 50.9510716, -114.0721579 50.9515369, -114.0721239 50.9516553, -114.0720924 50.9537721, -114.0720648 50.953772, -114.0720647 50.9541779, -114.07206 50.956114, -114.0720594 50.956281, -114.072273 50.9562811, -114.0744194 50.9562835, -114.0744397 50.9563568, -114.0744751 50.9564907, -114.0744823 50.9565193)))"
193 ASPEN STONE BV SW,Non-Residential,ASPEN WOODS,"DC,S-CRI","MULTIPOLYGON (((-114.2131645 51.0380813, -114.2114327 51.0381183, -114.2114128 51.0381194, -114.2113932 51.0381221, -114.2113742 51.0381261, -114.2113561 51.0381315, -114.2116521 51.0381315, -114.2118243 51.038133, -114.2119963 51.0381374, -114.2121681 51.0381448, -114.2123396 51.0381552, -114.212481 51.038166, -114.212622 51.0381789, -114.2127625 51.0381937, -114.2129025 51.0382105, -114.2130418 51.0382294, -114.2131804 51.0382502, -114.2133182 51.038273, -114.2134551 51.0382978, -114.2135639 51.0383191, -114.2137033 51.0383482, -114.2138416 51.0383794, -114.2139787 51.0384127, -114.2141145 51.0384479, -114.2142489 51.0384852, -114.2143819 51.0385244, -114.2145135 51.0385655, -114.2146434 51.0386086, -114.2147718 51.0386536, -114.2148984 51.0387004, -114.2150232 51.0387491, -114.2151462 51.0387996, -114.2152673 51.0388519, -114.2153864 51.038906, -114.2155035 51.0389618, -114.2156184 51.0390193, -114.2163628 51.0394007, -114.2163975 51.0393657, -114.2164296 51.0393297, -114.216459 51.0392929, -114.2164857 51.0392552, -114.2157803 51.0388938, -114.2156933 51.0388499, -114.2156051 51.0388071, -114.2155158 51.0387651, -114.2154253 51.0387242, -114.2153338 51.0386842, -114.2152411 51.0386452, -114.2151475 51.0386071, -114.2150528 51.0385701, -114.2148851 51.038508, -114.2147145 51.038449, -114.2145411 51.0383932, -114.2143653 51.0383407, -114.214187 51.0382915, -114.2140064 51.0382457, -114.2138238 51.0382033, -114.2136392 51.0381643, -114.2135303 51.0381431, -114.2133481 51.0381105, -114.2131645 51.0380813)))"
11624 69 ST NW,Non-Residential,RESIDUAL WARD 2 - SUB AREA 2E,"DC,S-CRI","MULTIPOLYGON (((-114.1875792 51.1614976, -114.1878667 51.1614977, -114.1878671 51.1588144, -114.1878674 51.157271, -114.1875799 51.1572545, -114.1875792 51.1614976)))"
1602 MACLEOD TR SE,Non-Residential,BELTLINE,"DC,S-CRI","MULTIPOLYGON (((-114.0582329 51.0379292, -114.0582983 51.0379292, -114.058407 51.0379292, -114.0585155 51.0379288, -114.0585251 51.0377479, -114.0582459 51.037748, -114.0582459 51.0377483, -114.0582329 51.0379292)))"
1602 MACLEOD TR SE,Non-Residential,BELTLINE,"DC,S-CRI","MULTIPOLYGON (((-114.0581897 51.0379292, -114.0582329 51.0379292, -114.0582459 51.0377483, -114.0582024 51.0377481, -114.0581897 51.0379292)))"
109 QUARRY PARK BV SE,Non-Residential,DOUGLASDALE/GLEN,"DC,S-CRI","MULTIPOLYGON (((-114.005249 50.9621891, -114.005249 50.9622291, -114.005249 50.9622992, -114.0052489 50.9627377, -114.0052489 50.9627751, -114.0052489 50.9628601, -114.0052487 50.9633116, -114.006643 50.9633116, -114.0069347 50.9632724, -114.0069625 50.963267, -114.0069885 50.9632588, -114.0070119 50.9632479, -114.007032 50.9632347, -114.0070483 50.9632196, -114.0070603 50.9632029, -114.0070676 50.9631852, -114.00707 50.9631669, -114.0070705 50.9622986, -114.0070706 50.9622285, -114.0070706 50.9621888, -114.0070706 50.9621501, -114.0069209 50.9621506, -114.0052844 50.9621505, -114.005249 50.9621505, -114.005249 50.9621891)))"
