ADDRESS,POINTS
360 FALSHIRE DR NE,9402.256 6669.732|9414.111 6671.344|9426.023 6672.490|9437.970 6673.179|9449.931 6673.412|9511.691 6673.390|9516.186 6677.894|9516.221 6802.799|9358.209 6802.665|9358.237 6763.391
783 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
784 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
685 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
786 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
687 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
788 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
689 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
509 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
691 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
511 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
693 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
513 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
695 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
515 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
697 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
517 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
699 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
519 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
261 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
263 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
265 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
267 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
269 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
271 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
273 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
275 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
277 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
279 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
521 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
523 FALCONRIDGE GD NE,9353.154 5933.110|9358.998 5935.612|9364.905 5937.969|9370.875 5940.171|9376.894 5942.217|9382.969 5944.096|9389.092 5945.820|9395.258 5947.387|9401.459 5948.788|9407.701 5950.034|9413.965 5951.101|9420.263 5952.013|9426.582 5952.758|9432.916 5953.347|9439.263 5953.759|9445.617 5954.004|9451.979 5954.092|9490.000 5954.081|9492.642 5954.315|9495.208 5955.004|9497.613 5956.127|9499.780 5957.651|9501.660 5959.530|9503.177 5961.698|9504.296 5964.100|9504.981 5966.658|9508.665 5987.584|9508.700 6106.441|9509.000 6112.123|9334.804 6112.223|9334.769 5989.719|9334.749 5924.915
125 1555 FALCONRIDGE DR NE,9357.691 5786.978|9361.732 5788.646|9365.849 5790.102|9370.043 5791.348|9374.294 5792.359|9378.593 5793.160|9382.927 5793.727|9387.289 5794.072|9391.658 5794.183|9508.623 5794.161|9508.651 5916.008|9508.504 5917.487|9508.070 5918.910|9507.371 5920.234|9506.428 5921.379|9505.274 5922.324|9503.960 5923.036|9502.534 5923.469|9501.045 5923.614|9437.460 5923.636|9431.098 5923.547|9424.744 5923.303|9418.397 5922.891|9412.063 5922.302|9405.744 5921.557|9399.445 5920.645|9393.182 5919.566|9386.939 5918.332|9380.739 5916.931|9374.573 5915.363|9368.450 5913.640|9362.375 5911.761|9356.356 5909.715|9350.386 5907.513|9344.479 5905.156|9338.635 5902.654|9294.721 5883.117|9340.711 5779.416
124 1555 FALCONRIDGE DR NE,9357.691 5786.978|9361.732 5788.646|9365.849 5790.102|9370.043 5791.348|9374.294 5792.359|9378.593 5793.160|9382.927 5793.727|9387.289 5794.072|9391.658 5794.183|9508.623 5794.161|9508.651 5916.008|9508.504 5917.487|9508.070 5918.910|9507.371 5920.234|9506.428 5921.379|9505.274 5922.324|9503.960 5923.036|9502.534 5923.469|9501.045 5923.614|9437.460 5923.636|9431.098 5923.547|9424.744 5923.303|9418.397 5922.891|9412.063 5922.302|9405.744 5921.557|9399.445 5920.645|9393.182 5919.566|9386.939 5918.332|9380.739 5916.931|9374.573 5915.363|9368.450 5913.640|9362.375 5911.761|9356.356 5909.715|9350.386 5907.513|9344.479 5905.156|9338.635 5902.654|9294.721 5883.117|9340.711 5779.416
123 1555 FALCONRIDGE DR NE,9357.691 5786.978|9361.732 5788.646|9365.849 5790.102|9370.043 5791.348|9374.294 5792.359|9378.593 5793.160|9382.927 5793.727|9387.289 5794.072|9391.658 5794.183|9508.623 5794.161|9508.651 5916.008|9508.504 5917.487|9508.070 5918.910|9507.371 5920.234|9506.428 5921.379|9505.274 5922.324|9503.960 5923.036|9502.534 5923.469|9501.045 5923.614|9437.460 5923.636|9431.098 5923.547|9424.744 5923.303|9418.397 5922.891|9412.063 5922.302|9405.744 5921.557|9399.445 5920.645|9393.182 5919.566|9386.939 5918.332|9380.739 5916.931|9374.573 5915.363|9368.450 5913.640|9362.375 5911.761|9356.356 5909.715|9350.386 5907.513|9344.479 5905.156|9338.635 5902.654|9294.721 5883.117|9340.711 5779.416
122 1555 FALCONRIDGE DR NE,9357.691 5786.978|9361.732 5788.646|9365.849 5790.102|9370.043 5791.348|9374.294 5792.359|9378.593 5793.160|9382.927 5793.727|9387.289 5794.072|9391.658 5794.183|9508.623 5794.161|9508.651 5916.008|9508.504 5917.487|9508.070 5918.910|9507.371 5920.234|9506.428 5921.379|9505.274 5922.324|9503.960 5923.036|9502.534 5923.469|9501.045 5923.614|9437.460 5923.636|9431.098 5923.547|9424.744 5923.303|9418.397 5922.891|9412.063 5922.302|9405.744 5921.557|9399.445 5920.645|9393.182 5919.566|9386.939 5918.332|9380.739 5916.931|9374.573 5915.363|9368.450 5913.640|9362.375 5911.761|9356.356 5909.715|9350.386 5907.513|9344.479 5905.156|9338.635 5902.654|9294.721 5883.117|9340.711 5779.416
121 1555 FALCONRIDGE DR NE,9357.691 5786.978|9361.732 5788.646|9365.849 5790.102|9370.043 5791.348|9374.294 5792.359|9378.593 5793.160|9382.927 5793.727|9387.289 5794.072|9391.658 5794.183|9508.623 5794.161|9508.651 5916.008|9508.504 5917.487|9508.070 5918.910|9507.371 5920.234|9506.428 5921.379|9505.274 5922.324|9503.960 5923.036|9502.534 5923.469|9501.045 5923.614|9437.460 5923.636|9431.098 5923.547|9424.744 5923.303|9418.397 5922.891|9412.063 5922.302|9405.744 5921.557|9399.445 5920.645|9393.182 5919.566|9386.939 5918.332|9380.739 5916.931|9374.573 5915.363|9368.450 5913.640|9362.375 5911.761|9356.356 5909.715|9350.386 5907.513|9344.479 5905.156|9338.635 5902.654|9294.721 5883.117|9340.711 5779.416
114 1555 FALCONRIDGE DR NE,9357.691 5786.978|9361.732 5788.646|9365.849 5790.102|9370.043 5791.348|9374.294 5792.359|9378.593 5793.160|9382.927 5793.727|9387.289 5794.072|9391.658 5794.183|9508.623 5794.161|9508.651 5916.008|9508.504 5917.487|9508.070 5918.910|9507.371 5920.234|9506.428 5921.379|9505.274 5922.324|9503.960 5923.036|9502.534 5923.469|9501.045 5923.614|9437.460 5923.636|9431.098 5923.547|9424.744 5923.303|9418.397 5922.891|9412.063 5922.302|9405.744 5921.557|9399.445 5920.645|9393.182 5919.566|9386.939 5918.332|9380.739 5916.931|9374.573 5915.363|9368.450 5913.640|9362.375 5911.761|9356.356 5909.715|9350.386 5907.513|9344.479 5905.156|9338.635 5902.654|9294.721 5883.117|9340.711 5779.416
113 1555 FALCONRIDGE DR NE,9357.691 5786.978|9361.732 5788.646|9365.849 5790.102|9370.043 5791.348|9374.294 5792.359|9378.593 5793.160|9382.927 5793.727|9387.289 5794.072|9391.658 5794.183|9508.623 5794.161|9508.651 5916.008|9508.504 5917.487|9508.070 5918.910|9507.371 5920.234|9506.428 5921.379|9505.274 5922.324|9503.960 5923.036|9502.534 5923.469|9501.045 5923.614|9437.460 5923.636|9431.098 5923.547|9424.744 5923.303|9418.397 5922.891|9412.063 5922.302|9405.744 5921.557|9399.445 5920.645|9393.182 5919.566|9386.939 5918.332|9380.739 5916.931|9374.573 5915.363|9368.450 5913.640|9362.375 5911.761|9356.356 5909.715|9350.386 5907.513|9344.479 5905.156|9338.635 5902.654|9294.721 5883.117|9340.711 5779.416
112 1555 FALCONRIDGE DR NE,9357.691 5786.978|9361.732 5788.646|9365.849 5790.102|9370.043 5791.348|9374.294 5792.359|9378.593 5793.160|9382.927 5793.727|9387.289 5794.072|9391.658 5794.183|9508.623 5794.161|9508.651 5916.008|9508.504 5917.487|9508.070 5918.910|9507.371 5920.234|9506.428 5921.379|9505.274 5922.324|9503.960 5923.036|9502.534 5923.469|9501.045 5923.614|9437.460 5923.636|9431.098 5923.547|9424.744 5923.303|9418.397 5922.891|9412.063 5922.302|9405.744 5921.557|9399.445 5920.645|9393.182 5919.566|9386.939 5918.332|9380.739 5916.931|9374.573 5915.363|9368.450 5913.640|9362.375 5911.761|9356.356 5909.715|9350.386 5907.513|9344.479 5905.156|9338.635 5902.654|9294.721 5883.117|9340.711 5779.416
111 1555 FALCONRIDGE DR NE,9357.691 5786.978|9361.732 5788.646|9365.849 5790.102|9370.043 5791.348|9374.294 5792.359|9378.593 5793.160|9382.927 5793.727|9387.289 5794.072|9391.658 5794.183|9508.623 5794.161|9508.651 5916.008|9508.504 5917.487|9508.070 5918.910|9507.371 5920.234|9506.428 5921.379|9505.274 5922.324|9503.960 5923.036|9502.534 5923.469|9501.045 5923.614|9437.460 5923.636|9431.098 5923.547|9424.744 5923.303|9418.397 5922.891|9412.063 5922.302|9405.744 5921.557|9399.445 5920.645|9393.182 5919.566|9386.939 5918.332|9380.739 5916.931|9374.573 5915.363|9368.450 5913.640|9362.375 5911.761|9356.356 5909.715|9350.386 5907.513|9344.479 5905.156|9338.635 5902.654|9294.721 5883.117|9340.711 5779.416
