ADDRESS,POINTS
19600 56 ST SE,9037.534 -19478.700|9036.765 -19477.466|9035.773 -19476.410|9034.591 -19475.565|9033.270 -19474.964|9031.865 -19474.642|9030.418 -19474.586|9028.985 -19474.820|9027.629 -19475.331|8996.102 -19490.754|8922.807 -19526.636|8761.515 -19605.585|8574.800 -19697.309|8573.555 -19698.088|8572.486 -19699.100|8571.626 -19700.301|8571.025 -19701.635|8570.696 -19703.080|8570.654 -19704.548|8570.906 -19706.005|8571.430 -19707.384|8589.703 -19743.900|8714.211 -19743.533|8862.430 -19670.890|9073.354 -19567.534|9074.605 -19566.744|9075.688 -19565.733|9076.548 -19564.532|9077.156 -19563.186|9077.485 -19561.741|9077.527 -19560.262|9077.282 -19558.794|9076.751 -19557.415
19600 56 ST SE,9037.534 -19478.700|9036.765 -19477.466|9035.773 -19476.410|9034.591 -19475.565|9033.270 -19474.964|9031.865 -19474.642|9030.418 -19474.586|9028.985 -19474.820|9027.629 -19475.331|8996.102 -19490.754|8922.807 -19526.636|8761.515 -19605.585|8574.800 -19697.309|8573.555 -19698.088|8572.486 -19699.100|8571.626 -19700.301|8571.025 -19701.635|8570.696 -19703.080|8570.654 -19704.548|8570.906 -19706.005|8571.430 -19707.384|8589.703 -19743.900|8714.211 -19743.533|8862.430 -19670.890|9073.354 -19567.534|9074.605 -19566.744|9075.688 -19565.733|9076.548 -19564.532|9077.156 -19563.186|9077.485 -19561.741|9077.527 -19560.262|9077.282 -19558.794|9076.751 -19557.415
