ADDRESS,POINTS
6011 COUNTRY HILLS BV NE,8441.890 11135.387|8448.181 11131.061|8454.305 11126.514|8460.247 11121.732|8466.007 11116.717|8471.571 11111.502|8476.933 11106.076|8482.085 11100.449|8487.020 11094.634|8491.040 11089.541|8494.892 11084.326|8498.576 11078.978|8502.085 11073.529|8505.412 11067.958|8508.565 11062.287|8511.529 11056.516|8514.304 11050.656|8535.360 11004.288|8673.827 11004.388|8673.876 11172.037|8673.876 11185.558|8673.869 11201.370|8673.869 11215.091|8673.799 11568.947|8672.834 11579.277|8672.037 11589.629|8671.408 11599.993|8670.947 11610.356|8667.459 11660.927|8666.969 11668.366|8666.088 11684.946|8665.473 11701.547|8665.138 11718.159|8665.075 11734.772|8665.326 11792.115|8659.888 11793.083|8658.623 11793.294|8331.720 11792.871|8331.287 11792.649|8327.232 11788.368|8327.253 11767.163|8327.274 11589.229|8327.421 11587.783|8327.847 11586.382|8328.532 11585.104|8329.455 11583.969|8330.580 11583.047|8331.867 11582.357|8333.258 11581.923|8334.712 11581.768|8334.677 11556.582|8333.209 11556.438|8331.797 11556.004|8330.497 11555.315|8329.357 11554.369|8328.427 11553.235|8327.735 11551.934|8327.316 11550.522|8327.176 11549.054|8327.190 11435.180|8327.337 11433.723|8327.763 11432.322|8328.462 11431.032|8329.392 11429.898|8330.525 11428.975|8331.818 11428.285|8333.216 11427.852|8334.677 11427.707|8334.824 11401.232|8333.370 11401.087|8331.979 11400.665|8330.685 11399.986|8329.560 11399.063|8328.623 11397.951|8327.924 11396.673|8327.491 11395.283|8327.330 11393.837|8327.127 11387.855|8323.555 11318.725|8325.170 11296.064|8325.708 11290.015|8326.442 11283.988|8327.372 11277.983|8328.504 11272.023|8329.825 11266.097|8331.349 11260.214|8333.062 11254.399|8334.970 11248.628|8337.711 11241.267|8340.759 11234.039|8344.121 11226.934|8347.777 11219.984|8351.734 11213.201|8355.977 11206.585|8360.493 11200.169|8365.288 11193.942|8370.342 11187.926|8375.648 11182.122|8381.199 11176.562|8386.980 11171.236|8392.984 11166.166|8399.199 11161.351|8405.616 11156.814|8412.222 11152.544|8418.556 11154.079|8418.863 11154.579|8440.827 11142.214|8440.478 11141.647
