ADDRESS,POINTS
18 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
19 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
20 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
21 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
22 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
23 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
24 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
25 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
26 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
27 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
28 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
29 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
30 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
31 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
32 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
40 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
39 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
38 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
37 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
36 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
35 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
34 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
33 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
41 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
42 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
43 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
44 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
45 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
46 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
47 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
48 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
52 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
51 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
50 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
49 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
59 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
58 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
57 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
56 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
55 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
54 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
53 310 BROOKMERE RD SW,-2556.556 -9805.820|-2650.599 -9806.120|-2682.741 -9773.763|-2754.359 -9845.483|-2754.338 -9851.988|-2731.850 -9874.628|-2728.347 -9877.986|-2724.684 -9881.166|-2720.867 -9884.157|-2716.911 -9886.959|-2712.821 -9889.561|-2708.606 -9891.963|-2704.279 -9894.142|-2699.847 -9896.110|-2695.324 -9897.867|-2690.725 -9899.380|-2686.055 -9900.669|-2681.322 -9901.737|-2676.548 -9902.560|-2671.738 -9903.138|-2666.901 -9903.483|-2662.057 -9903.594|-2556.263 -9903.260|-2556.521 -9817.440
112 10120 BROOKPARK BV SW,-2556.556 -9805.820|-2556.997 -9658.998|-2636.360 -9659.243|-2637.849 -9659.388|-2639.275 -9659.832|-2640.589 -9660.533|-2641.742 -9661.489|-2642.679 -9662.657|-2643.378 -9663.980|-2643.804 -9665.403|-2643.937 -9666.893|-2643.860 -9688.487|-2643.979 -9693.947|-2644.364 -9699.407|-2645.021 -9704.833|-2645.937 -9710.226|-2647.125 -9715.563|-2648.572 -9720.834|-2650.271 -9726.038|-2652.228 -9731.142|-2654.430 -9736.145|-2656.884 -9741.027|-2659.568 -9745.786|-2662.483 -9750.412|-2665.622 -9754.893|-2668.977 -9759.196|-2672.542 -9763.344|-2676.303 -9767.302|-2682.741 -9773.763|-2650.599 -9806.120
111 10120 BROOKPARK BV SW,-2556.556 -9805.820|-2556.997 -9658.998|-2636.360 -9659.243|-2637.849 -9659.388|-2639.275 -9659.832|-2640.589 -9660.533|-2641.742 -9661.489|-2642.679 -9662.657|-2643.378 -9663.980|-2643.804 -9665.403|-2643.937 -9666.893|-2643.860 -9688.487|-2643.979 -9693.947|-2644.364 -9699.407|-2645.021 -9704.833|-2645.937 -9710.226|-2647.125 -9715.563|-2648.572 -9720.834|-2650.271 -9726.038|-2652.228 -9731.142|-2654.430 -9736.145|-2656.884 -9741.027|-2659.568 -9745.786|-2662.483 -9750.412|-2665.622 -9754.893|-2668.977 -9759.196|-2672.542 -9763.344|-2676.303 -9767.302|-2682.741 -9773.763|-2650.599 -9806.120
115 10120 BROOKPARK BV SW,-2556.556 -9805.820|-2556.997 -9658.998|-2636.360 -9659.243|-2637.849 -9659.388|-2639.275 -9659.832|-2640.589 -9660.533|-2641.742 -9661.489|-2642.679 -9662.657|-2643.378 -9663.980|-2643.804 -9665.403|-2643.937 -9666.893|-2643.860 -9688.487|-2643.979 -9693.947|-2644.364 -9699.407|-2645.021 -9704.833|-2645.937 -9710.226|-2647.125 -9715.563|-2648.572 -9720.834|-2650.271 -9726.038|-2652.228 -9731.142|-2654.430 -9736.145|-2656.884 -9741.027|-2659.568 -9745.786|-2662.483 -9750.412|-2665.622 -9754.893|-2668.977 -9759.196|-2672.542 -9763.344|-2676.303 -9767.302|-2682.741 -9773.763|-2650.599 -9806.120
