ADDRESS,POINTS
11225 30 ST SW,-4076.216 -10468.709|-4076.335 -10467.463|-4076.698 -10466.262|-4077.286 -10465.151|-4078.076 -10464.183|-4079.040 -10463.394|-4080.138 -10462.793|-4081.333 -10462.426|-4082.577 -10462.304|-4118.662 -10462.293|-4118.704 -10564.948|-4076.258 -10564.959
11225 30 ST SW,-4076.216 -10468.709|-4076.335 -10467.463|-4076.698 -10466.262|-4077.286 -10465.151|-4078.076 -10464.183|-4079.040 -10463.394|-4080.138 -10462.793|-4081.333 -10462.426|-4082.577 -10462.304|-4118.662 -10462.293|-4118.704 -10564.948|-4076.258 -10564.959
11211 OAKFIELD DR SW,-4013.686 -10462.193|-4047.199 -10462.204|-4048.625 -10462.348|-4049.988 -10462.760|-4051.253 -10463.438|-4052.358 -10464.350|-4053.259 -10465.462|-4053.930 -10466.718|-4054.343 -10468.097|-4054.483 -10469.520|-4054.511 -10532.857|-4013.728 -10532.846
