ADDRESS,POINTS
15015 53 ST SW,-6439.857 -14297.150|-6695.310 -14296.905|-6695.450 -14453.346|-6440.011 -14453.590
6201 146 AV SW,-7238.659 -14094.531|-8037.657 -14094.731|-8038.663 -14595.553|-7239.400 -14597.688
